assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
2,2,20242,2,"Will Atkinson (42),Mark Cullen (64)",Iain Dowie,Hull,4,0,24,17,1,8,14,18,Monday 3 May 2010,14,11,10,14,0,0,2,"Victor Moses (30),Steve Gohouri (90+3)",Roberto Martinez,Wigan,6,1,0,0,0,0,Phil Dowd,2-2,1,1,2009-2010,3,7,3,3,23,22,6,10,DW Stadium,0,2
1,0,47641,1,Nani (28),Alex Ferguson,Man Utd,2,4,31,28,4,9,22,26,Sunday 2 May 2010,10,11,11,10,1,0,0,,Steve Bruce,Sunderland,0,1,0,0,0,0,Steve Bennett,0-1,1,3,2009-2010,7,8,5,1,24,19,12,9,Stadium of Light,2,3
2,2,24201,2,"Carlton Cole (61),Guillermo Franco (90+2)",Gianfranco Zola,West Ham,3,0,40,31,3,9,14,17,Sunday 2 May 2010,17,14,13,17,1,5,3,"Clint Dempsey (45),Carlton Cole (58 OG),Stefano Okaka (79)",Roy Hodgson,Fulham,3,1,0,0,0,0,Andre Marriner,3-2,0,3,2009-2010,3,2,6,2,27,19,9,4,Craven Cottage,0,0
1,0,44375,2,"Didier Drogba (33),Frank Lampard (54)",Carlo Ancelotti,Chelsea,3,2,31,18,5,9,13,21,Sunday 2 May 2010,7,9,7,7,1,2,0,,Rafael Benitez,Liverpool,4,2,0,0,0,0,Alan Wiley,0-2,1,8,2009-2010,5,7,10,1,23,29,15,8,Anfield,2,1
1,2,47102,1,John Carew (16),Martin O'Neill,Aston Villa,10,3,39,34,4,12,20,21,Saturday 1 May 2010,10,7,7,8,0,1,3,"Carlos Tévez (41 Pen),Emmanuel Adebayor (43),Craig Bellamy (89)",Roberto Mancini,Man City,0,2,0,1,0,0,Mark Clattenburg,3-1,3,4,2009-2010,4,4,4,6,31,29,8,10,Etihad Stadium,2,1
0,3,19213,1,Kevin Doyle (35),Mick McCarthy,Wolves,3,3,20,41,9,7,27,16,Saturday 1 May 2010,13,11,11,12,0,1,3,"Aruna Dindane (20),John Utaka (39),Michael Brown (67)",Avram Grant,Portsmouth,2,5,0,0,0,0,10517,3-1,3,8,2009-2010,8,4,9,6,30,21,17,10,Fratton Park,1,0
0,0,27579,0,,David Moyes,Everton,4,5,56,24,5,6,15,8,Saturday 1 May 2010,10,10,9,9,0,0,0,,Tony Pulis,Stoke,2,1,0,0,0,0,Howard Webb,0-0,3,3,2009-2010,3,7,2,3,26,19,5,10,Britannia Stadium,0,0
0,1,35852,0,,Owen Coyle,Bolton,3,5,38,42,5,11,18,23,Saturday 1 May 2010,12,13,12,12,2,2,1,Tom Huddlestone (38),Harry Redknapp,Spurs,3,5,0,0,0,0,Chris Foy,1-0,4,3,2009-2010,5,11,2,6,23,34,7,17,White Hart Lane,3,0
1,2,24578,1,Steven Thompson (87),Brian Laws,Burnley,3,4,29,26,8,7,22,16,Saturday 1 May 2010,12,12,10,10,1,0,2,"Cameron Jerome (29),Christian Benitez (41)",Alex McLeish,Birmingham,0,5,0,0,0,0,Peter Walton,2-1,1,3,2009-2010,5,8,4,3,22,28,9,11,St. Andrew's Stadium,1,2
0,4,41013,0,,Tony Pulis,Stoke,8,2,24,15,0,7,16,23,Sunday 25 April 2010,13,15,14,10,0,1,7,"Salomon Kalou (24, 31, 68),Frank Lampard (44 Pen, 81),Daniel Sturridge (87),Florent Malouda (89)",Carlo Ancelotti,Chelsea,2,0,0,1,0,0,Steve Bennett,7-0,7,0,2009-2010,1,11,0,14,16,16,1,25,Stamford Bridge,3,0
4,0,21553,4,"Steven Gerrard (52, 59),Maxi Rodríguez (74),Ryan Babel (90+4)",Rafael Benitez,Liverpool,3,3,41,38,5,4,18,23,Sunday 25 April 2010,13,14,13,11,1,2,0,,Brian Laws,Burnley,1,1,0,0,0,0,Phil Dowd,0-4,4,3,2009-2010,5,9,7,4,24,30,12,13,Turf Moor,1,2
0,0,35578,1,Erik Nevland (36),Roy Hodgson,Fulham,3,3,46,35,3,10,11,32,Sunday 25 April 2010,15,7,6,13,2,0,2,"Chris Smalling (50 OG),Mikel Arteta (90+4 Pen)",David Moyes,Everton,0,1,0,1,0,0,Lee Mason,2-1,6,2,2009-2010,2,7,4,7,19,25,6,14,Goodison Park,1,0
0,0,42788,0,,Alex McLeish,Birmingham,2,7,19,42,5,6,8,18,Sunday 25 April 2010,17,14,11,16,0,2,1,James Milner (83 Pen),Martin O'Neill,Aston Villa,1,0,0,1,0,0,Martin Atkinson,1-0,5,5,2009-2010,2,4,7,6,25,36,9,10,Villa Park,4,1
0,0,60086,0,,Roberto Mancini,Man City,2,1,39,10,1,4,10,24,Saturday 24 April 2010,14,14,14,13,0,0,0,,Arsène Wenger,Arsenal,3,2,0,0,0,0,Mike Dean,0-0,4,1,2009-2010,1,7,1,4,26,29,2,11,Emirates Stadium,2,4
2,2,20526,2,"Aruna Dindane (54, 68)",Avram Grant,Portsmouth,1,3,30,22,5,12,12,29,Saturday 24 April 2010,14,17,16,13,0,0,2,"Ivan Klasnic (26),Kevin Davies (28)",Owen Coyle,Bolton,1,1,0,0,0,0,Howard Webb,2-2,7,3,2009-2010,8,5,5,10,25,32,13,15,Macron Stadium,1,1
1,0,25012,1,Darren Bent (7),Steve Bruce,Sunderland,4,0,56,35,6,3,23,21,Saturday 24 April 2010,17,14,13,13,0,0,0,,Iain Dowie,Hull,2,1,0,1,1,1,Lee Probert,0-1,5,4,2009-2010,6,6,5,5,26,40,11,11,The KC Stadium,3,1
1,2,33057,2,"Jonathan Spector (4 OG),Hugo Rodallega (52)",Roberto Martinez,Wigan,2,5,30,37,5,4,15,6,Saturday 24 April 2010,12,13,11,11,1,3,3,"Ilan Araujo (31),Radoslav Kovac (45+5),Scott Parker (77)",Gianfranco Zola,West Ham,1,1,0,0,0,0,Alan Wiley,3-2,2,4,2009-2010,4,3,5,7,20,30,9,10,Boleyn Ground,2,1
1,1,28967,1,Ryan Nelsen (28),Sam Allardyce,Blackburn,3,1,54,43,4,4,17,29,Saturday 24 April 2010,10,12,10,9,2,1,1,Sylvain Ebanks-Blake (81),Mick McCarthy,Wolves,4,4,0,0,0,0,Mark Clattenburg,1-1,2,7,2009-2010,4,10,8,2,20,36,12,12,Molineux Stadium,1,0
1,1,75268,1,Ledley King (70),Harry Redknapp,Spurs,5,0,37,32,4,4,13,27,Saturday 24 April 2010,10,14,13,6,0,1,3,"Ryan Giggs (58 Pen, 86 Pen),Nani (81)",Alex Ferguson,Man Utd,1,4,0,2,0,0,Andre Marriner,3-1,3,2,2009-2010,6,8,3,6,20,28,9,14,Old Trafford,0,1
1,0,23842,2,"Gabriel Agbonlahor (13),James Milner (76 Pen)",Martin O'Neill,Aston Villa,6,2,46,16,9,11,12,15,Wednesday 21 April 2010,8,8,7,6,2,0,0,,Iain Dowie,Hull,3,2,1,0,0,0,Mike Dean,0-2,4,3,2009-2010,4,4,5,5,22,33,9,9,The KC Stadium,2,2
0,2,37697,0,,Gianfranco Zola,West Ham,5,0,34,15,2,8,14,21,Monday 19 April 2010,13,9,8,10,1,1,3,"Yossi Benayoun (19),David Ngog (29),Robert Green (59 OG)",Rafael Benitez,Liverpool,1,2,0,0,0,0,Peter Walton,3-0,4,2,2009-2010,3,11,3,6,30,30,6,17,Anfield,2,0
2,1,16523,2,"John Carew (16),Nathan Delfouneso (82)",Martin O'Neill,Aston Villa,9,0,26,30,6,7,42,10,Sunday 18 April 2010,12,5,4,11,1,0,1,Michael Brown (9),Avram Grant,Portsmouth,1,3,1,0,0,0,Lee Probert,1-2,5,7,2009-2010,4,4,9,6,17,22,13,10,Fratton Park,0,0
2,2,22113,2,"Theo Walcott (41),Mikael Silvestre (48)",Arsène Wenger,Arsenal,6,2,28,11,3,8,5,11,Sunday 18 April 2010,16,15,14,16,2,0,3,"Ben Watson (80),Titus Bramble (89),Charles N'Zogbia (90+1)",Roberto Martinez,Wigan,2,2,0,0,0,0,Lee Mason,3-2,4,5,2009-2010,3,5,7,8,21,15,10,13,DW Stadium,1,2
1,1,35814,1,Frank Lampard (90+2),Carlo Ancelotti,Chelsea,6,6,27,28,4,13,19,20,Saturday 17 April 2010,17,11,11,14,3,0,2,"Jermain Defoe (15 Pen),Gareth Bale (44)",Harry Redknapp,Spurs,1,5,0,1,1,0,Phil Dowd,2-1,6,3,2009-2010,2,9,4,8,25,20,6,17,White Hart Lane,3,2
0,0,26669,0,,Iain Dowie,Hull,6,1,38,37,1,8,20,19,Saturday 17 April 2010,13,12,12,13,1,1,0,,Alex McLeish,Birmingham,3,0,0,0,0,0,Mark Clattenburg,0-0,3,3,2009-2010,8,5,3,2,32,40,11,7,St. Andrew's Stadium,0,0
2,2,27022,3,"Mikel Arteta (4 Pen),Yakubu (79),Tim Cahill (90)",David Moyes,Everton,7,1,62,32,2,4,16,7,Saturday 17 April 2010,13,15,11,10,1,0,2,"Steven N'Zonzi (69),Jason Roberts (81)",Sam Allardyce,Blackburn,0,3,1,0,0,0,Andre Marriner,2-3,4,2,2009-2010,6,4,5,6,29,25,11,10,Ewood Park,2,3
0,0,25597,0,,Mick McCarthy,Wolves,4,2,46,41,9,5,16,19,Saturday 17 April 2010,10,10,9,8,0,0,0,,Roy Hodgson,Fulham,2,2,0,0,0,0,Mike Dean,0-0,0,1,2009-2010,5,9,1,0,35,32,6,9,Craven Cottage,0,1
1,1,27250,2,"Matthew Taylor (85, 88)",Owen Coyle,Bolton,1,5,54,34,1,5,8,7,Saturday 17 April 2010,5,11,9,4,0,1,1,Dave Kitson (13),Tony Pulis,Stoke,0,2,0,0,0,0,Stuart Attwell,1-2,3,1,2009-2010,5,6,3,4,32,41,8,10,Britannia Stadium,2,1
1,2,41341,1,Steven Thompson (82),Brian Laws,Burnley,2,2,45,47,3,3,10,18,Saturday 17 April 2010,18,14,13,19,1,0,2,"Fraizer Campbell (25),Darren Bent (40)",Steve Bruce,Sunderland,1,3,0,0,0,0,Howard Webb,2-1,7,1,2009-2010,6,6,2,9,31,34,8,15,Stadium of Light,2,3
1,0,47019,1,Paul Scholes (90+3),Alex Ferguson,Man Utd,2,3,22,38,5,7,28,24,Saturday 17 April 2010,12,8,8,11,0,1,0,,Roberto Mancini,Man City,3,2,0,0,0,0,Martin Atkinson,0-1,3,2,2009-2010,9,3,3,4,20,23,12,7,Etihad Stadium,1,2
1,1,36041,1,Nicklas Bendtner (85),Arsène Wenger,Arsenal,7,7,28,46,6,4,22,12,Wednesday 14 April 2010,10,13,11,10,0,0,2,"Danny Rose (10),Gareth Bale (47)",Harry Redknapp,Spurs,2,4,0,0,0,0,Mark Clattenburg,2-1,3,4,2009-2010,9,3,6,5,26,22,15,8,White Hart Lane,1,3
2,1,38729,2,"Tim Cahill (23, 74)",David Moyes,Everton,4,8,36,32,7,7,16,30,Wednesday 14 April 2010,10,11,10,10,0,0,2,"Gabriel Agbonlahor (72),Phil Jagielka (90+1 OG)",Martin O'Neill,Aston Villa,0,3,0,0,0,0,Martin Atkinson,2-2,3,1,2009-2010,2,7,5,4,23,25,7,11,Villa Park,2,2
0,0,14323,0,,Avram Grant,Portsmouth,7,1,40,8,3,9,6,25,Wednesday 14 April 2010,9,16,14,8,0,0,0,,Roberto Martinez,Wigan,2,1,0,0,0,0,Mike Dean,0-0,8,2,2009-2010,4,9,1,8,17,20,5,17,DW Stadium,1,2
0,1,40539,0,,Owen Coyle,Bolton,0,4,24,39,2,5,17,19,Tuesday 13 April 2010,22,13,12,19,0,0,1,Nicolas Anelka (43),Carlo Ancelotti,Chelsea,3,2,0,0,0,0,Lee Probert,1-0,8,0,2009-2010,8,13,0,8,26,26,8,21,Stamford Bridge,4,1
1,3,45209,1,Cameron Jerome (42),Alex McLeish,Birmingham,3,4,24,32,4,8,16,17,Sunday 11 April 2010,10,12,13,8,0,1,5,"Carlos Tévez (38 Pen, 40),Emmanuel Adebayor (43, 88),Nedum Onuoha (74)",Roberto Mancini,Man City,1,3,0,1,0,0,Phil Dowd,5-1,3,2,2009-2010,3,10,2,8,16,15,5,18,Etihad Stadium,3,0
0,0,42331,0,,Roy Hodgson,Fulham,8,2,46,13,1,10,6,34,Sunday 11 April 2010,19,8,8,18,2,2,0,,Rafael Benitez,Liverpool,0,2,0,0,0,0,Andre Marriner,0-0,6,1,2009-2010,0,9,1,7,20,29,1,16,Anfield,3,1
0,0,29912,0,,Alex Ferguson,Man Utd,6,5,28,35,7,1,26,4,Sunday 11 April 2010,13,12,12,12,1,0,0,,Sam Allardyce,Blackburn,1,4,0,0,0,0,Peter Walton,0-0,1,4,2009-2010,7,2,4,1,23,20,11,3,Ewood Park,2,1
0,0,28455,0,,Tony Pulis,Stoke,5,3,44,82,6,7,19,24,Sunday 11 April 2010,6,7,7,5,1,0,0,,Mick McCarthy,Wolves,1,0,0,0,0,0,Chris Foy,0-0,4,1,2009-2010,10,2,1,4,48,29,11,6,Molineux Stadium,0,0
1,1,24369,4,"Martin Paterson (35),Graham Alexander (64 Pen, 70 Pen),Wade Elliott (90+6)",Brian Laws,Burnley,2,1,65,39,1,6,12,17,Saturday 10 April 2010,14,19,15,14,0,0,1,Kevin Kilbane (3),Iain Dowie,Hull,3,1,2,0,0,0,Martin Atkinson,1-4,3,3,2009-2010,2,8,7,4,27,36,9,12,The KC Stadium,1,5
0,1,34685,0,,Steve Bruce,Sunderland,2,4,27,49,7,2,21,7,Saturday 10 April 2010,21,15,14,19,1,2,1,Ilan Araujo (51),Gianfranco Zola,West Ham,1,3,0,0,0,0,Michael Jones,1-0,2,3,2009-2010,3,6,3,3,34,28,6,9,Boleyn Ground,3,1
1,2,37451,2,"Manuel da Costa (60),Ilan Araujo (87)",Gianfranco Zola,West Ham,4,3,48,25,8,2,10,25,Sunday 4 April 2010,17,7,6,15,0,0,2,"Diniyar Bilyaletdinov (24),Yakubu (85)",David Moyes,Everton,4,2,1,0,0,0,Howard Webb,2-2,0,3,2009-2010,7,6,5,2,18,20,12,8,Goodison Park,3,2
1,1,27909,1,Steven Gerrard (47),Rafael Benitez,Liverpool,0,6,23,37,4,4,22,13,Sunday 4 April 2010,9,15,15,8,0,0,1,Liam Ridgewell (56),Alex McLeish,Birmingham,0,1,0,0,0,0,Martin Atkinson,1-1,3,4,2009-2010,10,7,3,3,35,27,13,10,St. Andrew's Stadium,1,2
1,2,22730,1,Jason Scotland (34),Roberto Martinez,Wigan,0,8,38,38,3,6,18,17,Sunday 4 April 2010,11,13,12,12,0,0,2,"Stefano Okaka (47),Brede Hangeland (58)",Roy Hodgson,Fulham,3,2,0,0,0,0,Mark Clattenburg,2-1,4,1,2009-2010,5,3,3,5,29,27,8,8,Craven Cottage,2,1
4,1,21330,6,"Emmanuel Adebayor (4, 45),Craig Bellamy (5),Carlos Tévez (7),Patrick Vieira (20),Vincent Kompany (58)",Roberto Mancini,Man City,5,5,33,27,7,6,7,17,Saturday 3 April 2010,10,8,8,8,0,0,1,Steven Fletcher (71),Brian Laws,Burnley,1,2,0,0,0,0,Alan Wiley,1-6,3,3,2009-2010,6,8,9,4,33,28,15,12,Turf Moor,0,0
0,1,60067,0,,Mick McCarthy,Wolves,7,0,43,13,3,10,12,48,Saturday 3 April 2010,14,12,12,13,1,1,1,Nicklas Bendtner (90+4),Arsène Wenger,Arsenal,3,0,0,0,1,0,Andre Marriner,1-0,8,3,2009-2010,2,10,3,9,16,21,5,19,Emirates Stadium,2,0
1,0,21111,1,Ashley Young (11),Martin O'Neill,Aston Villa,5,7,57,29,8,5,19,21,Saturday 3 April 2010,14,13,11,14,0,0,0,,Owen Coyle,Bolton,4,1,0,0,0,0,Michael Jones,0-1,5,4,2009-2010,4,9,5,5,33,30,9,14,Macron Stadium,1,4
0,0,16207,0,,Sam Allardyce,Blackburn,2,3,23,44,9,1,41,12,Saturday 3 April 2010,9,13,13,9,0,2,0,,Avram Grant,Portsmouth,3,2,0,0,0,1,Steve Bennett,0-0,1,5,2009-2010,7,3,5,2,35,26,12,5,Fratton Park,1,1
0,2,27604,0,,Iain Dowie,Hull,2,4,46,34,2,3,13,14,Saturday 3 April 2010,13,14,13,12,1,1,2,"Ricardo Fuller (6),Liam Lawrence (90)",Tony Pulis,Stoke,2,5,0,0,0,0,Lee Probert,2-0,1,1,2009-2010,3,6,1,3,31,30,4,9,Britannia Stadium,2,3
1,1,43184,1,Peter Crouch (72),Harry Redknapp,Spurs,2,3,27,33,6,6,21,22,Saturday 3 April 2010,16,18,17,13,1,0,3,"Darren Bent (1, 29 Pen),Boudewijn Zenden (86)",Steve Bruce,Sunderland,2,2,0,3,0,0,Lee Mason,3-1,7,6,2009-2010,4,1,7,11,26,19,11,12,Stadium of Light,0,2
2,0,75217,2,"Joe Cole (20),Didier Drogba (79)",Carlo Ancelotti,Chelsea,1,2,34,16,3,3,10,29,Saturday 3 April 2010,12,13,13,12,1,0,1,Federico Macheda (81),Alex Ferguson,Man Utd,1,2,0,0,0,0,Mike Dean,1-2,2,1,2009-2010,5,7,3,3,26,30,8,10,Old Trafford,2,3
0,2,43534,0,,Roberto Martinez,Wigan,5,2,26,14,4,3,9,18,Monday 29 March 2010,13,13,10,12,0,1,3,"Carlos Tévez (72, 74, 84)",Roberto Mancini,Man City,0,8,0,0,1,0,Stuart Attwell,3-0,3,2,2009-2010,7,2,2,6,23,27,9,8,Etihad Stadium,2,3
0,2,43121,0,,Steve Bruce,Sunderland,9,0,44,20,2,9,6,21,Sunday 28 March 2010,9,11,9,8,1,0,3,"Fernando Torres (3, 60),Glen Johnson (32)",Rafael Benitez,Liverpool,0,1,0,0,0,0,Phil Dowd,3-0,6,2,2009-2010,5,11,2,9,30,27,7,20,Anfield,1,0
0,0,21546,1,David Dunn (20 Pen),Sam Allardyce,Blackburn,1,2,61,41,2,8,12,24,Sunday 28 March 2010,13,15,12,11,2,0,0,,Brian Laws,Burnley,6,1,1,0,0,0,Mike Dean,0-1,1,3,2009-2010,7,3,4,1,29,35,11,4,Turf Moor,2,3
2,0,25370,4,"Jlloyd Samuel (38 OG),Dimitar Berbatov (69, 78),Darron Gibson (82)",Alex Ferguson,Man Utd,8,2,54,34,6,11,23,17,Saturday 27 March 2010,16,15,15,16,0,1,0,,Owen Coyle,Bolton,2,0,0,0,0,0,Martin Atkinson,0-4,5,3,2009-2010,5,4,6,6,21,19,11,10,Macron Stadium,0,0
1,0,27039,1,Samir Nasri (81),Arsène Wenger,Arsenal,0,3,20,32,6,2,25,14,Saturday 27 March 2010,14,14,12,13,0,1,1,Kevin Phillips (90+2),Alex McLeish,Birmingham,2,6,0,0,0,0,Howard Webb,1-1,4,7,2009-2010,4,5,8,4,28,16,12,9,St. Andrew's Stadium,2,3
1,3,41825,1,John Carew (29),Martin O'Neill,Aston Villa,5,4,35,20,6,8,19,18,Saturday 27 March 2010,9,13,10,7,1,0,7,"Frank Lampard (15, 44 Pen, 62 Pen, 90+1),Florent Malouda (57, 68),Salomon Kalou (83)",Carlo Ancelotti,Chelsea,3,4,0,2,0,0,Peter Walton,7-1,3,1,2009-2010,4,3,2,9,21,23,6,12,Stamford Bridge,2,3
0,1,24361,0,,Roy Hodgson,Fulham,1,8,42,39,8,6,20,17,Saturday 27 March 2010,19,11,11,16,2,0,2,"Jimmy Bullard (16 Pen),Craig Fagan (48)",Iain Dowie,Hull,1,2,0,1,0,0,Chris Foy,2-0,3,2,2009-2010,3,4,4,5,29,35,7,9,The KC Stadium,4,2
0,1,35870,0,,Avram Grant,Portsmouth,4,0,24,27,2,11,7,24,Saturday 27 March 2010,10,7,6,9,0,1,2,"Peter Crouch (27),Niko Kranjcar (41)",Harry Redknapp,Spurs,1,4,0,0,0,0,Kevin Friend,2-0,4,3,2009-2010,6,11,3,5,20,17,9,16,White Hart Lane,1,0
1,0,34564,1,Ricardo Fuller (69),Tony Pulis,Stoke,3,4,58,69,7,6,20,13,Saturday 27 March 2010,16,16,16,14,0,1,0,,Gianfranco Zola,West Ham,4,1,0,0,0,0,Andre Marriner,0-1,4,2,2009-2010,6,10,3,4,27,14,9,14,Boleyn Ground,2,0
0,0,28995,0,,David Moyes,Everton,2,6,56,51,7,3,22,24,Saturday 27 March 2010,12,14,13,11,0,1,0,,Mick McCarthy,Wolves,3,1,0,0,0,0,Michael Jones,0-0,0,9,2009-2010,8,8,10,0,26,26,18,8,Molineux Stadium,1,1
0,1,23856,1,James McFadden (55),Alex McLeish,Birmingham,4,2,26,46,6,5,22,10,Wednesday 24 March 2010,10,18,17,10,0,0,2,"David Dunn (5, 67)",Sam Allardyce,Blackburn,0,3,0,0,0,0,Mark Clattenburg,2-1,1,1,2009-2010,5,2,2,3,32,23,7,5,Ewood Park,1,2
1,1,37473,1,Fraizer Campbell (22),Steve Bruce,Sunderland,3,2,50,38,7,6,10,23,Wednesday 24 March 2010,7,8,8,6,0,0,1,John Carew (30),Martin O'Neill,Aston Villa,4,4,0,0,0,0,Mike Dean,1-1,3,2,2009-2010,5,9,3,4,29,30,8,13,Villa Park,0,0
2,0,45708,2,"Tim Cahill (33),Mikel Arteta (85)",David Moyes,Everton,6,4,49,21,4,7,10,29,Wednesday 24 March 2010,13,11,10,11,2,0,0,,Roberto Mancini,Man City,1,5,0,0,0,0,Peter Walton,0-2,4,1,2009-2010,3,6,3,4,21,26,6,10,Etihad Stadium,2,3
4,0,18753,5,"Didier Drogba (32, 77),Florent Malouda (50, 60),Frank Lampard (90+4)",Carlo Ancelotti,Chelsea,5,1,22,29,7,1,15,16,Wednesday 24 March 2010,14,11,10,11,2,0,0,,Avram Grant,Portsmouth,3,1,0,0,0,0,Lee Mason,0-5,0,5,2009-2010,8,4,9,0,28,22,17,4,Fratton Park,2,3
