assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
1,0,52116,1,Diomansy Kamara (41),Roy Hodgson,Fulham,4,2,64,7,2,6,7,36,Saturday 16 May 2009,18,6,5,16,1,0,0,,Alan Shearer,Newcastle,3,0,0,0,0,1,Howard Webb,0-1,4,2,2008-2009,7,7,3,5,16,25,10,12,St. James' Park,3,0
0,1,25641,0,,Steve Bruce,Wigan,5,1,57,28,3,6,11,10,Saturday 16 May 2009,13,10,10,11,0,0,2,"Ricardo Fuller (69),James Beattie (76)",Tony Pulis,Stoke,2,0,0,0,0,0,Lee Probert,2-0,4,1,2008-2009,8,6,1,6,22,24,9,12,Britannia Stadium,0,0
1,1,36000,1,Valeri Bozhinov (65),Mark Hughes,Man City,3,1,31,31,7,4,19,22,Saturday 16 May 2009,8,5,5,7,0,0,2,"Jermain Defoe (29),Robbie Keane (86 Pen)",Harry Redknapp,Spurs,2,3,0,1,0,0,Mark Halsey,2-1,4,3,2008-2009,7,7,4,6,22,26,11,13,White Hart Lane,1,0
0,0,75468,0,,Arsène Wenger,Arsenal,4,6,23,36,6,2,28,16,Saturday 16 May 2009,18,14,11,14,3,1,0,,Alex Ferguson,Man Utd,0,4,0,0,0,0,Mike Dean,0-0,0,4,2008-2009,4,6,4,0,21,9,8,6,Old Trafford,5,0
2,1,21299,2,"Carlos Tévez (61),Michael Carrick (86)",Alex Ferguson,Man Utd,2,7,40,23,4,5,14,7,Wednesday 13 May 2009,4,14,11,4,2,2,1,Hugo Rodallega (28),Steve Bruce,Wigan,4,0,0,0,0,0,Rob Styles,1-2,2,2,2008-2009,9,6,4,3,19,9,13,9,DW Stadium,0,0
0,3,51258,1,Habib Beye (3 OG),Gareth Southgate,Middlesbrough,4,2,43,36,1,11,16,23,Monday 11 May 2009,16,8,7,13,1,0,3,"Steven Taylor (9),Obafemi Martins (71),Peter Løvenkrands (86)",Alan Shearer,Newcastle,6,1,0,0,0,0,Mike Dean,3-1,3,3,2008-2009,6,9,3,7,21,34,9,16,St. James' Park,2,3
2,1,60075,4,"Alex (28),Nicolas Anelka (39),Kolo Touré (49 OG),Florent Malouda (86)",Guus Hiddink,Chelsea,3,4,25,19,2,6,6,28,Sunday 10 May 2009,14,19,18,14,0,0,1,Nicklas Bendtner (70),Arsène Wenger,Arsenal,3,1,0,0,0,0,Phil Dowd,1-4,5,2,2008-2009,8,11,5,7,12,17,13,18,Emirates Stadium,0,1
0,1,75464,0,,Mark Hughes,Man City,1,6,29,24,7,8,17,17,Sunday 10 May 2009,14,11,11,12,1,0,2,"Cristiano Ronaldo (18),Carlos Tévez (45)",Alex Ferguson,Man Utd,2,1,0,0,0,0,Chris Foy,2-0,3,2,2008-2009,5,9,2,5,19,21,7,14,Old Trafford,1,1
1,0,34747,3,"Steven Gerrard (2, 38),Ryan Babel (84)",Rafael Benitez,Liverpool,2,3,28,21,4,2,12,15,Saturday 9 May 2009,18,11,10,18,1,0,0,,Gianfranco Zola,West Ham,1,3,1,0,0,0,Alan Wiley,0-3,1,4,2008-2009,8,5,7,1,15,29,15,6,Boleyn Ground,2,3
0,0,24234,0,,Paul Hart,Portsmouth,6,3,51,29,2,4,14,21,Saturday 9 May 2009,14,22,21,11,2,1,2,"Morten Gamst Pedersen (31),Benni McCarthy (58 Pen)",Sam Allardyce,Blackburn,0,5,1,1,0,0,Mike Riley,2-0,1,1,2008-2009,4,3,1,3,23,23,5,6,Ewood Park,1,2
0,0,24005,0,,Ricky Sbragia,Sunderland,3,3,53,40,3,10,18,26,Saturday 9 May 2009,5,12,11,4,0,0,0,,Gary Megson,Bolton,1,1,0,0,0,0,Rob Styles,0-0,1,0,2008-2009,13,4,0,1,30,28,13,5,Macron Stadium,0,2
0,0,36646,0,,Harry Redknapp,Spurs,5,2,38,24,5,4,21,32,Saturday 9 May 2009,12,18,17,12,1,1,0,,David Moyes,Everton,1,3,0,0,0,0,Lee Mason,0-0,0,0,2008-2009,2,9,0,0,24,32,2,9,Goodison Park,3,2
1,1,25660,1,Ashley Young (14),Martin O'Neill,Aston Villa,3,2,26,42,5,6,33,12,Saturday 9 May 2009,11,12,12,8,1,1,3,"Danny Murphy (6 Pen),Diomansy Kamara (46, 60)",Roy Hodgson,Fulham,2,0,0,1,0,0,Mark Halsey,3-1,6,2,2008-2009,6,5,3,9,22,22,9,14,Craven Cottage,0,1
1,0,24932,2,"Ricardo Fuller (41),Liam Lawrence (73)",Tony Pulis,Stoke,0,0,80,45,3,5,16,36,Saturday 9 May 2009,18,13,11,17,3,1,1,Andy Dawson (90+5),Phil Brown,Hull,5,2,0,0,0,0,Howard Webb,1-2,4,1,2008-2009,8,8,3,5,14,35,11,13,The KC Stadium,1,0
0,1,24741,1,Hugo Rodallega (17),Steve Bruce,Wigan,3,5,27,47,2,5,16,15,Saturday 9 May 2009,8,12,11,7,0,0,3,"Marc-Antoine Fortuné (8, 73),Chris Brunt (59)",Tony Mowbray,West Brom,3,2,0,1,0,0,Peter Walton,3-1,6,4,2008-2009,7,5,5,9,27,27,12,14,The Hawthorns,0,2
0,1,39607,0,,Phil Brown,Hull,4,8,37,44,7,13,10,26,Monday 4 May 2009,9,13,10,8,0,0,1,John Carew (34),Martin O'Neill,Aston Villa,3,5,0,0,0,0,Mike Dean,1-0,5,4,2008-2009,4,5,4,6,27,28,8,11,Villa Park,2,0
2,0,41313,2,"Steven Pienaar (48),Marouane Fellaini (71)",David Moyes,Everton,4,2,47,32,3,8,23,16,Sunday 3 May 2009,13,16,16,12,1,1,0,,Ricky Sbragia,Sunderland,7,2,0,0,0,0,Martin Atkinson,0-2,2,4,2008-2009,3,6,6,2,20,23,9,8,Stadium of Light,4,3
0,3,44967,0,,Alan Shearer,Newcastle,4,4,33,22,1,7,6,26,Sunday 3 May 2009,8,6,6,8,0,0,3,"Yossi Benayoun (22),Dirk Kuyt (28),Lucas Leiva (87)",Rafael Benitez,Liverpool,5,5,0,0,1,0,Phil Dowd,3-0,8,0,2008-2009,1,16,0,11,22,22,1,27,Anfield,2,0
1,3,41805,1,Erik Nevland (4),Roy Hodgson,Fulham,3,3,29,24,4,5,10,17,Saturday 2 May 2009,7,7,6,5,0,1,3,"Nicolas Anelka (1),Florent Malouda (10),Didier Drogba (53)",Guus Hiddink,Chelsea,0,1,0,0,0,0,Alan Wiley,3-1,1,1,2008-2009,6,8,2,4,17,14,8,12,Stamford Bridge,1,0
0,2,43967,1,Keith Andrews (66),Sam Allardyce,Blackburn,6,4,19,56,6,7,19,14,Saturday 2 May 2009,15,11,8,13,1,1,3,"Felipe Caicedo (27),Robinho (34),Elano (45+2 Pen)",Mark Hughes,Man City,1,1,1,1,0,0,Mike Dean,3-1,0,5,2008-2009,6,1,6,3,15,21,12,4,Etihad Stadium,3,2
1,0,20418,3,"Nicklas Bendtner (13, 41 Pen),Carlos Vela (56)",Arsène Wenger,Arsenal,0,2,32,32,11,5,16,13,Saturday 2 May 2009,12,8,7,11,1,0,0,,Paul Hart,Portsmouth,2,2,1,0,0,1,Lee Mason,0-3,4,4,2008-2009,6,8,7,4,13,20,13,12,Fratton Park,1,3
0,0,27500,1,Diego Tristán (33),Gianfranco Zola,West Ham,4,1,65,36,0,7,9,20,Saturday 2 May 2009,11,9,7,10,2,0,0,,Tony Pulis,Stoke,2,1,0,0,0,0,Peter Walton,0-1,1,2,2008-2009,4,6,3,2,20,40,7,8,Britannia Stadium,2,3
0,1,35836,0,,Tony Mowbray,West Brom,7,3,23,35,7,9,18,21,Saturday 2 May 2009,8,7,7,7,0,1,1,Jermaine Jenas (43),Harry Redknapp,Spurs,4,2,0,0,0,0,Rob Styles,1-0,4,3,2008-2009,4,9,4,5,25,27,8,14,White Hart Lane,1,1
0,0,18748,0,,Gary Megson,Bolton,10,2,63,41,6,9,16,22,Saturday 2 May 2009,12,13,12,13,1,0,0,,Steve Bruce,Wigan,4,3,0,0,0,0,Michael Jones,0-0,6,1,2008-2009,7,9,1,6,20,26,8,15,DW Stadium,3,2
2,0,33767,2,"Ryan Giggs (25),Park Ji-Sung (51)",Alex Ferguson,Man Utd,5,3,41,26,3,3,11,22,Saturday 2 May 2009,9,7,6,8,2,0,0,,Gareth Southgate,Middlesbrough,3,2,0,0,0,0,Mark Halsey,0-2,2,0,2008-2009,9,8,2,2,27,27,11,10,Riverside Stadium,1,1
0,0,48238,0,,Paul Hart,Portsmouth,4,5,35,38,11,7,18,24,Monday 27 April 2009,10,14,13,10,2,1,0,,Alan Shearer,Newcastle,1,1,0,0,0,0,Mike Riley,0-0,4,3,2008-2009,9,5,3,4,21,27,12,9,St. James' Park,2,2
0,2,25018,0,,Steve Bruce,Wigan,2,1,58,46,8,4,23,16,Sunday 26 April 2009,11,12,11,10,0,1,2,"Benni McCarthy (45+1),Ryan Nelsen (60)",Sam Allardyce,Blackburn,2,6,0,0,0,0,Peter Walton,2-0,3,6,2008-2009,13,4,9,6,24,28,22,10,Ewood Park,0,0
0,2,60089,0,,Gareth Southgate,Middlesbrough,5,1,32,27,1,8,19,17,Sunday 26 April 2009,15,8,8,15,0,0,2,"Cesc Fàbregas (26, 67)",Arsène Wenger,Arsenal,4,1,0,0,0,0,Chris Foy,2-0,5,3,2008-2009,1,6,3,7,22,23,4,13,Emirates Stadium,0,0
2,3,75458,2,"Darren Bent (29),Luka Modric (32)",Harry Redknapp,Spurs,6,0,30,22,2,6,13,23,Saturday 25 April 2009,13,19,18,9,0,2,5,"Cristiano Ronaldo (57 Pen, 68),Wayne Rooney (67, 71),Dimitar Berbatov (79)",Alex Ferguson,Man Utd,2,4,0,1,0,0,Howard Webb,5-2,8,2,2008-2009,3,5,4,13,17,20,7,18,Old Trafford,3,3
1,1,21709,1,Ashley Young (43),Martin O'Neill,Aston Villa,2,5,51,54,5,5,22,20,Saturday 25 April 2009,10,15,13,10,1,2,1,Tamir Cohen (60),Gary Megson,Bolton,4,0,0,0,0,0,Lee Probert,1-1,4,2,2008-2009,7,2,3,5,26,32,10,7,Macron Stadium,1,0
2,1,37791,2,"Robinho (35),Stephen Ireland (54)",Mark Hughes,Man City,3,4,51,24,3,5,5,30,Saturday 25 April 2009,15,12,13,14,0,0,1,Dan Gosling (90+4),David Moyes,Everton,3,2,0,0,0,0,Alan Wiley,1-2,3,6,2008-2009,7,9,8,4,23,25,15,13,Goodison Park,3,1
0,1,25069,0,,Tony Pulis,Stoke,5,4,39,54,5,5,21,15,Saturday 25 April 2009,14,9,11,14,1,1,1,Erik Nevland (29),Roy Hodgson,Fulham,1,1,0,0,0,0,Lee Mason,1-0,1,0,2008-2009,8,5,0,2,27,24,8,7,Craven Cottage,2,1
1,1,24942,3,"Xabi Alonso (45),Dirk Kuyt (63, 89)",Rafael Benitez,Liverpool,2,7,43,30,7,3,20,17,Saturday 25 April 2009,14,15,13,13,0,0,1,Geovanni (73),Phil Brown,Hull,3,3,0,0,0,1,Martin Atkinson,1-3,0,2,2008-2009,14,5,5,1,12,23,19,6,The KC Stadium,1,3
0,3,26256,0,,Ricky Sbragia,Sunderland,5,2,36,43,3,6,20,19,Saturday 25 April 2009,14,11,11,11,0,1,3,"Jonas Olsson (40),Chris Brunt (58),Juan Carlos Menseguez (88)",Tony Mowbray,West Brom,3,1,0,0,0,0,Mark Halsey,3-0,1,3,2008-2009,5,7,3,4,18,15,8,11,The Hawthorns,1,0
1,0,34702,1,Salomon Kalou (55),Guus Hiddink,Chelsea,2,5,28,37,5,3,22,12,Saturday 25 April 2009,13,10,8,11,1,1,0,,Gianfranco Zola,West Ham,0,3,0,1,0,0,Mike Dean,0-1,4,5,2008-2009,13,4,5,5,27,25,18,9,Boleyn Ground,0,1
0,0,41553,0,,David Moyes,Everton,6,3,43,29,6,4,11,29,Wednesday 22 April 2009,11,10,10,10,0,0,0,,Guus Hiddink,Chelsea,2,6,0,0,0,0,Mark Halsey,0-0,4,4,2008-2009,8,13,4,4,23,22,12,17,Stamford Bridge,1,0
0,2,74985,0,,Paul Hart,Portsmouth,4,0,29,38,2,5,17,26,Wednesday 22 April 2009,8,11,11,8,0,1,2,"Wayne Rooney (9),Michael Carrick (82)",Alex Ferguson,Man Utd,0,5,0,0,0,0,Peter Walton,2-0,9,1,2008-2009,3,5,1,12,15,23,4,17,Old Trafford,0,1
2,4,44826,4,"Andrey Arshavin (36, 67, 70, 90)",Arsène Wenger,Arsenal,2,0,90,15,0,12,6,31,Tuesday 21 April 2009,12,10,11,10,0,0,4,"Fernando Torres (49, 72),Yossi Benayoun (56, 90+3)",Rafael Benitez,Liverpool,6,5,0,0,0,0,Howard Webb,4-4,9,0,2008-2009,4,9,4,14,19,36,8,23,Anfield,1,0
1,2,40072,2,"Chris Brunt (37, 54)",Tony Mowbray,West Brom,3,9,18,50,9,3,31,11,Sunday 19 April 2009,14,19,17,11,0,1,4,"Robinho (8),Nedum Onuoha (21),Elano (56 Pen),Daniel Sturridge (90+4)",Mark Hughes,Man City,3,2,0,1,0,0,Michael Jones,4-2,5,7,2008-2009,11,5,10,9,13,13,21,14,Etihad Stadium,2,1
0,0,35850,0,,Alan Shearer,Newcastle,13,3,38,54,7,4,12,25,Sunday 19 April 2009,17,13,13,15,2,0,1,Darren Bent (24),Harry Redknapp,Spurs,1,0,0,0,0,0,Mark Halsey,1-0,3,3,2008-2009,5,5,3,4,19,24,8,9,White Hart Lane,1,1
1,1,39534,1,Diego Tristán (85),Gianfranco Zola,West Ham,3,6,37,38,10,12,14,27,Saturday 18 April 2009,12,10,11,10,1,1,1,Emile Heskey (11),Martin O'Neill,Aston Villa,0,2,0,0,0,0,Rob Styles,1-1,3,5,2008-2009,8,10,6,4,19,22,14,14,Villa Park,3,2
0,0,30389,0,,Roy Hodgson,Fulham,10,5,50,22,1,8,16,39,Saturday 18 April 2009,15,10,10,11,1,0,0,,Gareth Southgate,Middlesbrough,1,5,0,0,0,0,Peter Walton,0-0,6,2,2008-2009,6,6,2,6,25,35,8,12,Riverside Stadium,1,3
0,1,20158,0,,Gary Megson,Bolton,6,0,51,74,5,6,8,41,Saturday 18 April 2009,16,11,9,16,1,1,1,Kanu (79),Paul Hart,Portsmouth,3,2,0,0,0,0,Phil Dowd,1-0,7,1,2008-2009,6,11,1,8,35,25,7,19,Fratton Park,4,2
0,1,27500,0,,Sam Allardyce,Blackburn,1,4,55,62,6,4,13,9,Saturday 18 April 2009,11,14,14,10,0,1,1,Liam Lawrence (75),Tony Pulis,Stoke,1,1,0,0,0,0,Howard Webb,1-0,1,0,2008-2009,3,6,0,2,29,34,3,8,Britannia Stadium,1,3
0,1,42855,0,,Phil Brown,Hull,3,4,42,65,6,6,21,20,Saturday 18 April 2009,23,12,11,21,1,1,1,Djibril Cissé (45+2),Ricky Sbragia,Sunderland,2,6,0,0,0,0,Mike Dean,1-0,2,1,2008-2009,10,4,2,3,19,25,12,7,Stadium of Light,3,2
1,1,39841,3,"Clint Dempsey (50, 83),Dickson Etuhu (59)",Roy Hodgson,Fulham,4,5,35,32,3,8,12,16,Sunday 12 April 2009,8,10,10,8,0,1,1,Stephen Ireland (28),Mark Hughes,Man City,4,2,0,0,0,0,Mark Halsey,1-3,4,3,2008-2009,4,7,6,5,18,21,10,12,Etihad Stadium,1,0
2,1,40188,3,"Marouane Fellaini (19),Tim Cahill (23),Steven Pienaar (53)",David Moyes,Everton,3,1,39,46,7,11,11,30,Sunday 12 April 2009,19,10,10,15,1,1,3,"John Carew (33),James Milner (55),Gareth Barry (67 Pen)",Martin O'Neill,Aston Villa,2,3,0,1,0,0,Howard Webb,3-3,3,2,2008-2009,4,8,5,6,21,20,9,14,Villa Park,2,0
0,1,27382,1,Andy Carroll (81),Alan Shearer,Newcastle,7,3,59,46,3,9,21,17,Saturday 11 April 2009,12,14,14,12,1,0,1,Abdoulaye Faye (33),Tony Pulis,Stoke,0,1,0,0,0,0,Chris Foy,1-1,3,1,2008-2009,5,10,2,4,21,35,7,14,Britannia Stadium,2,4
2,3,41200,3,"Andy O'Brien (70),Chris Basham (74),Matthew Taylor (78)",Gary Megson,Bolton,4,2,38,27,5,8,11,14,Saturday 11 April 2009,18,11,9,15,1,0,4,"Michael Ballack (40),Didier Drogba (48, 63),Frank Lampard (60 Pen)",Guus Hiddink,Chelsea,2,3,0,1,0,0,Peter Walton,4-3,6,2,2008-2009,11,12,5,10,20,17,16,22,Stamford Bridge,0,0
1,1,32251,1,Manucho (9),Phil Brown,Hull,3,4,36,36,3,3,19,30,Saturday 11 April 2009,18,15,14,16,1,0,3,"Tuncay (3),Matthew Bates (29),Marlon King (90)",Gareth Southgate,Middlesbrough,4,4,0,0,0,0,Phil Dowd,3-1,5,1,2008-2009,7,6,3,8,33,33,10,14,Riverside Stadium,3,3
0,1,20376,2,"Jonathan Greening (48),Chris Brunt (62)",Tony Mowbray,West Brom,0,1,45,36,2,4,17,34,Saturday 11 April 2009,12,16,15,10,1,0,2,"Younes Kaboul (33),Niko Kranjcar (65)",Paul Hart,Portsmouth,4,2,0,0,0,0,Mike Dean,2-2,2,5,2008-2009,4,9,7,4,20,31,11,13,Fratton Park,1,3
2,0,45408,2,"Paul Scholes (19),Federico Macheda (76)",Alex Ferguson,Man Utd,8,6,53,37,4,5,21,25,Saturday 11 April 2009,6,7,6,5,1,0,1,Kenwyne Jones (55),Ricky Sbragia,Sunderland,1,0,0,0,0,0,Rob Styles,1-2,2,0,2008-2009,9,6,3,4,24,25,12,10,Stadium of Light,2,1
0,1,35969,0,,Gianfranco Zola,West Ham,1,3,46,35,1,10,13,32,Saturday 11 April 2009,16,10,10,15,2,1,1,Roman Pavlyuchenko (65),Harry Redknapp,Spurs,4,2,0,0,0,0,Martin Atkinson,1-0,5,3,2008-2009,2,9,3,7,13,30,5,16,White Hart Lane,5,1
3,0,23122,4,"Theo Walcott (61),Mikael Silvestre (71),Andrey Arshavin (90),Alexandre Song (90+2)",Arsène Wenger,Arsenal,5,4,56,48,5,6,14,12,Saturday 11 April 2009,18,15,15,12,2,0,1,Mido (18),Steve Bruce,Wigan,2,9,0,0,0,0,Alan Wiley,1-4,1,1,2008-2009,8,7,5,3,27,19,13,10,DW Stadium,3,3
0,4,44320,0,,Sam Allardyce,Blackburn,2,1,27,27,2,7,11,22,Saturday 11 April 2009,13,9,9,13,0,2,4,"Fernando Torres (5, 33),Daniel Agger (83),David Ngog (90)",Rafael Benitez,Liverpool,3,0,0,0,0,0,Mike Riley,4-0,5,6,2008-2009,4,11,6,10,14,19,10,21,Anfield,1,2
2,3,75409,2,"John Carew (30),Gabriel Agbonlahor (58)",Martin O'Neill,Aston Villa,4,3,52,43,4,8,18,24,Sunday 5 April 2009,19,12,11,19,1,0,3,"Cristiano Ronaldo (14, 80),Federico Macheda (90+3)",Alex Ferguson,Man Utd,5,0,0,0,0,0,Mike Riley,3-2,4,3,2008-2009,0,7,6,7,18,35,6,14,Old Trafford,2,1
0,2,34429,0,,Steve Bruce,Wigan,1,4,36,25,4,1,19,14,Sunday 5 April 2009,13,18,17,13,0,1,4,"Jô (26, 51),Marouane Fellaini (47),Leon Osman (61)",David Moyes,Everton,2,1,0,0,0,0,Phil Dowd,4-0,5,4,2008-2009,8,4,4,9,26,16,12,13,Goodison Park,3,0
0,0,25661,1,Yossi Benayoun (90+2),Rafael Benitez,Liverpool,0,4,32,40,6,3,28,10,Saturday 4 April 2009,10,9,9,9,0,0,0,,Roy Hodgson,Fulham,3,5,0,0,0,0,Steve Bennett,0-1,1,5,2008-2009,8,2,7,1,35,20,15,3,Craven Cottage,2,2
0,2,60097,0,,Mark Hughes,Man City,4,1,33,23,2,7,4,30,Saturday 4 April 2009,10,11,11,10,0,0,2,"Emmanuel Adebayor (8, 49)",Arsène Wenger,Arsenal,0,5,0,0,0,0,Howard Webb,2-0,7,4,2008-2009,5,9,4,9,16,24,9,18,Emirates Stadium,3,1
1,3,20819,1,Gary O'Neil (38),Gareth Southgate,Middlesbrough,1,2,38,56,5,7,27,17,Saturday 4 April 2009,14,20,18,12,0,0,4,"Kevin Davies (8),Gary Cahill (44),Matthew Taylor (78),Ricardo Gardner (84)",Gary Megson,Bolton,3,3,0,0,0,0,Alan Wiley,4-1,5,2,2008-2009,14,5,3,9,39,24,17,14,Macron Stadium,1,2
0,0,24802,0,,Paul Hart,Portsmouth,1,0,58,39,4,0,20,24,Saturday 4 April 2009,14,14,14,13,0,1,0,,Phil Brown,Hull,3,4,0,0,1,0,Chris Foy,0-0,1,1,2008-2009,4,8,1,1,21,41,5,9,The KC Stadium,1,0
1,0,52124,2,"Frank Lampard (56),Florent Malouda (65)",Guus Hiddink,Chelsea,3,3,41,16,6,4,13,22,Saturday 4 April 2009,20,7,7,21,1,0,0,,Alan Shearer,Newcastle,4,1,0,0,0,0,Rob Styles,0-2,2,8,2008-2009,3,2,10,2,20,29,13,4,St. James' Park,2,0
