assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
1,2,24087,4,"Hal Robson-Kanu (12 Pen, 62),Adam Le Fondre (75),Jem Karacan (83)",Nigel Adkins,Reading,5,5,27,25,3,3,14,31,Saturday 4 May 2013,10,16,15,10,4,1,2,"Bryan Ruiz (70, 77)",Martin Jol,Fulham,3,2,1,0,0,0,Neil Swarbrick,2-4,7,6,2012-2013,6,7,10,10,28,21,16,17,Craven Cottage,1,2
2,0,26842,2,"Gabriel Agbonlahor (55, 89)",Paul Lambert,Aston Villa,2,3,49,20,5,6,3,23,Saturday 4 May 2013,13,16,16,11,0,1,1,Grant Holt (74 Pen),Chris Hughton,Norwich,1,2,0,1,0,0,Kevin Friend,1-2,1,2,2012-2013,6,5,4,2,15,28,10,7,Carrow Road,3,2
0,0,20242,0,,Roberto Mancini,Man City,0,5,17,22,4,4,12,8,Saturday 4 May 2013,10,9,9,9,0,0,0,,Michael Laudrup,Swansea,2,2,0,0,0,0,Michael Jones,0-0,1,3,2012-2013,4,6,3,1,19,15,7,7,Liberty Stadium,0,0
0,1,36190,0,,Mauricio Pochettino,Southampton,2,2,30,43,5,5,14,18,Saturday 4 May 2013,10,10,9,10,0,1,1,Gareth Bale (86),Andre Villas-Boas,Spurs,2,5,0,0,0,0,Mark Clattenburg,1-0,0,3,2012-2013,3,3,3,1,28,44,6,4,White Hart Lane,1,1
3,2,25756,3,"Arouna Koné (39),James McArthur (58),Callum McManaman (80)",Roberto Martinez,Wigan,5,3,29,21,5,7,22,15,Saturday 4 May 2013,9,9,8,8,2,0,2,"Shane Long (29),Gareth McAuley (50)",Steve Clarke,West Brom,1,0,0,0,0,0,Lee Probert,2-3,5,3,2012-2013,6,5,5,8,22,28,11,13,The Hawthorns,3,4
0,0,34962,0,,Alan Pardew,Newcastle,2,4,47,31,3,7,12,14,Saturday 4 May 2013,13,13,10,12,1,1,0,,Sam Allardyce,West Ham,4,6,0,0,0,0,Phil Dowd,0-0,3,2,2012-2013,5,4,3,3,22,18,8,7,Boleyn Ground,1,1
1,2,37428,1,Danny Rose (32),Paolo Di Canio,Sunderland,4,4,38,18,4,4,12,14,Monday 29 April 2013,15,10,10,15,0,0,6,"Ron Vlaar (31),Andreas Weimann (38),Christian Benteke (55, 59, 72),Gabriel Agbonlahor (88)",Paul Lambert,Aston Villa,1,2,0,0,1,0,Lee Probert,6-1,4,2,2012-2013,4,1,2,11,23,21,6,12,Villa Park,3,0
0,1,60112,1,Robin van Persie (44 Pen),Alex Ferguson,Man Utd,7,3,42,19,2,7,16,13,Sunday 28 April 2013,12,11,10,10,1,0,1,Theo Walcott (2),Arsène Wenger,Arsenal,1,1,1,0,0,0,Phil Dowd,1-1,5,3,2012-2013,5,6,4,6,19,23,9,12,Emirates Stadium,5,3
0,1,41780,0,,Michael Laudrup,Swansea,9,5,39,16,3,6,16,19,Sunday 28 April 2013,11,9,9,9,0,0,2,"Oscar (43),Frank Lampard (45+2 Pen)",Rafael Benitez,Chelsea,1,3,0,1,0,0,Mark Clattenburg,2-0,6,3,2012-2013,5,7,3,8,22,17,8,15,Stamford Bridge,3,1
0,0,23388,0,,Harry Redknapp,QPR,5,3,33,32,7,9,16,29,Sunday 28 April 2013,16,12,11,15,1,0,0,,Nigel Adkins,Reading,2,1,0,0,0,0,Kevin Friend,0-0,4,2,2012-2013,10,6,2,5,24,22,12,11,Madejski Stadium,2,0
5,0,52351,6,"Daniel Agger (3),Jordan Henderson (17, 76),Daniel Sturridge (54, 60),Fabio Borini (74)",Brendan Rodgers,Liverpool,5,4,24,30,7,5,9,21,Saturday 27 April 2013,6,14,12,5,0,0,0,,Alan Pardew,Newcastle,5,2,0,0,0,1,Andre Marriner,0-6,2,3,2012-2013,3,4,9,2,13,23,12,6,St. James' Park,2,2
0,1,34563,0,,Martin Jol,Fulham,6,3,34,21,2,7,11,27,Saturday 27 April 2013,17,12,11,16,1,0,1,Steven Pienaar (16),David Moyes,Everton,4,4,0,0,0,0,Jonathan Moss,1-0,3,0,2012-2013,3,9,0,4,23,21,3,13,Goodison Park,3,1
2,0,31946,3,"Marc-Antoine Fortuné (6),Romelu Lukaku (67),Shane Long (77)",Steve Clarke,West Brom,2,1,31,24,6,7,12,32,Saturday 27 April 2013,11,9,8,9,0,0,0,,Mauricio Pochettino,Southampton,4,2,0,0,1,2,Robert Madley,0-3,3,5,2012-2013,1,12,8,3,34,18,9,15,St. Mary's Stadium,2,2
0,1,27488,0,,Chris Hughton,Norwich,0,1,49,19,3,6,16,12,Saturday 27 April 2013,10,10,9,9,1,0,1,Charlie Adam (46),Tony Pulis,Stoke,1,4,0,0,0,0,Anthony Taylor,1-0,2,0,2012-2013,5,8,0,3,31,19,5,11,Britannia Stadium,2,4
0,2,22326,2,"Gareth Bale (9),Emmerson Boyce (89 OG)",Andre Villas-Boas,Spurs,0,4,30,31,3,3,10,11,Saturday 27 April 2013,11,13,11,11,1,1,2,"Emmerson Boyce (11),Callum McManaman (49)",Roberto Martinez,Wigan,5,1,0,0,0,0,Martin Atkinson,2-2,3,2,2012-2013,8,2,3,6,28,24,11,8,DW Stadium,1,3
1,2,47189,1,Andy Carroll (90+4),Sam Allardyce,West Ham,3,4,28,41,4,9,29,10,Saturday 27 April 2013,7,9,8,7,0,0,2,"Sergio Agüero (28),Yaya Touré (83)",Roberto Mancini,Man City,2,3,0,0,0,0,Howard Webb,2-1,6,2,2012-2013,4,6,3,8,16,19,7,14,Etihad Stadium,3,1
0,3,75591,0,,Paul Lambert,Aston Villa,2,1,20,15,3,5,15,22,Monday 22 April 2013,6,10,8,6,0,0,3,"Robin van Persie (2, 13, 33)",Alex Ferguson,Man Utd,0,4,0,0,0,0,Anthony Taylor,3-0,0,3,2012-2013,4,6,4,4,14,17,8,10,Old Trafford,0,1
1,2,45009,2,"Oscar (26),Eden Hazard (57 Pen)",Rafael Benitez,Chelsea,3,3,22,24,5,8,7,20,Sunday 21 April 2013,13,9,7,12,2,1,2,"Daniel Sturridge (52),Luis Suárez (90+7)",Brendan Rodgers,Liverpool,1,1,1,0,0,0,Kevin Friend,2-2,6,3,2012-2013,3,10,5,8,23,17,8,18,Anfield,3,5
1,3,36121,1,Samir Nasri (5),Roberto Mancini,Man City,2,3,31,30,5,4,8,17,Sunday 21 April 2013,10,12,10,9,0,2,3,"Clint Dempsey (75),Jermain Defoe (79),Gareth Bale (82)",Andre Villas-Boas,Spurs,2,4,0,0,0,0,Lee Mason,3-1,3,3,2012-2013,4,3,4,6,18,31,8,9,White Hart Lane,2,3
1,0,25700,1,Per Mertesacker (43),Arsène Wenger,Arsenal,2,4,24,19,3,7,18,15,Saturday 20 April 2013,9,12,11,6,1,0,0,,Martin Jol,Fulham,3,8,0,0,1,1,Andre Marriner,0-1,3,2,2012-2013,4,2,3,3,19,13,7,5,Craven Cottage,2,0
1,0,26460,1,Garath McCleary (72),Nigel Adkins,Reading,1,6,25,22,8,8,15,22,Saturday 20 April 2013,11,9,10,11,0,0,2,"Ryan Bennett (50),Elliott Bennett (52)",Chris Hughton,Norwich,2,5,0,0,0,0,Mike Dean,2-1,6,2,2012-2013,8,11,2,8,18,29,10,19,Carrow Road,3,2
1,0,17391,2,"Peter Crouch (42),Jonathan Walters (77 Pen)",Tony Pulis,Stoke,4,2,20,35,5,5,17,12,Saturday 20 April 2013,15,9,8,11,1,0,0,,Harry Redknapp,QPR,2,4,1,0,0,0,Chris Foy,0-2,5,2,2012-2013,7,14,4,5,24,27,11,19,Loftus Road Stadium,2,1
0,1,44614,0,,David Moyes,Everton,0,3,25,33,10,3,18,9,Saturday 20 April 2013,15,8,8,12,1,0,1,Stéphane Sessegnon (45+1),Paolo Di Canio,Sunderland,3,1,0,0,0,0,Phil Dowd,1-0,3,2,2012-2013,5,4,2,4,31,16,7,8,Stadium of Light,2,1
0,0,20561,0,,Mauricio Pochettino,Southampton,5,2,24,30,2,7,8,25,Saturday 20 April 2013,13,13,11,13,0,1,0,,Michael Laudrup,Swansea,0,3,0,0,0,0,Mark Halsey,0-0,2,4,2012-2013,3,5,4,3,23,20,7,8,Liberty Stadium,0,0
1,1,25671,1,Yoan Gouffran (8),Alan Pardew,Newcastle,1,0,60,22,2,15,11,21,Saturday 20 April 2013,11,9,9,10,1,0,1,Billy Jones (64),Steve Clarke,West Brom,1,6,0,0,0,0,Michael Jones,1-1,3,5,2012-2013,3,6,6,4,24,37,9,10,The Hawthorns,2,0
0,2,34544,0,,Roberto Martinez,Wigan,5,4,17,45,6,3,20,15,Saturday 20 April 2013,12,14,13,11,2,0,2,"Matthew Jarvis (21),Kevin Nolan (80)",Sam Allardyce,West Ham,2,4,0,0,0,0,Neil Swarbrick,2-0,6,8,2012-2013,7,7,8,8,25,15,15,15,Boleyn Ground,1,3
3,0,25002,3,"David Luiz (30),John Terry (43, 71)",Rafael Benitez,Chelsea,3,4,21,17,5,6,17,11,Wednesday 17 April 2013,13,14,13,11,0,1,0,,Martin Jol,Fulham,0,3,0,0,0,0,Mike Dean,0-3,2,4,2012-2013,5,4,7,2,18,30,12,6,Craven Cottage,1,2
0,1,47106,0,,Roberto Martinez,Wigan,3,4,12,13,4,5,9,12,Wednesday 17 April 2013,6,12,10,4,1,0,1,Carlos Tévez (83),Roberto Mancini,Man City,2,6,0,0,0,0,Jonathan Moss,1-0,1,3,2012-2013,2,7,4,2,24,22,6,9,Etihad Stadium,1,2
1,2,34692,2,"Antonio Valencia (31),Robin van Persie (77)",Alex Ferguson,Man Utd,2,6,37,30,5,2,28,21,Wednesday 17 April 2013,7,9,8,6,0,0,2,"Ricardo Vaz Te (16),Mohamed Diamé (55)",Sam Allardyce,West Ham,1,2,0,0,0,0,Lee Probert,2-2,0,3,2012-2013,5,8,6,2,16,27,11,10,Boleyn Ground,0,1
0,0,60071,0,,David Moyes,Everton,4,5,35,18,1,8,13,23,Tuesday 16 April 2013,13,11,9,13,0,0,0,,Arsène Wenger,Arsenal,2,1,0,0,0,0,Neil Swarbrick,0-0,2,2,2012-2013,5,5,2,2,21,30,7,7,Emirates Stadium,3,2
0,0,27191,2,"Michael Carrick (4),Robin van Persie (66 Pen)",Alex Ferguson,Man Utd,1,0,39,17,7,3,7,13,Sunday 14 April 2013,9,9,7,9,0,0,0,,Tony Pulis,Stoke,2,0,1,0,0,0,Jonathan Moss,0-2,3,2,2012-2013,7,8,4,3,24,18,11,11,Britannia Stadium,1,1
3,0,52355,3,"Stéphane Sessegnon (27),Adam Johnson (74),David Vaughan (82)",Paolo Di Canio,Sunderland,4,1,39,37,9,10,12,28,Sunday 14 April 2013,7,14,14,7,0,0,0,,Alan Pardew,Newcastle,2,4,0,0,0,0,Howard Webb,0-3,5,3,2012-2013,2,9,6,5,21,32,8,14,St. James' Park,2,3
1,2,60095,1,Michael Turner (56),Chris Hughton,Norwich,4,1,39,15,3,9,10,22,Saturday 13 April 2013,11,10,8,10,1,1,3,"Mikel Arteta (85 Pen),Olivier Giroud (88),Lukas Podolski (90+2)",Arsène Wenger,Arsenal,4,3,0,1,0,0,Michael Jones,3-1,4,3,2012-2013,0,3,4,7,19,19,4,10,Emirates Stadium,2,1
0,0,37011,1,Fabian Delph (66 OG),Martin Jol,Fulham,5,3,40,17,5,8,12,18,Saturday 13 April 2013,15,5,5,15,0,0,1,Charles N'Zogbia (55),Paul Lambert,Aston Villa,2,5,0,0,0,0,Phil Dowd,1-1,3,0,2012-2013,7,9,0,5,18,24,7,14,Villa Park,2,1
0,1,34876,0,,Harry Redknapp,QPR,5,4,52,12,5,13,7,23,Saturday 13 April 2013,13,6,6,13,0,0,2,"Darron Gibson (40),Victor Anichebe (56)",David Moyes,Everton,6,2,0,0,0,0,Lee Mason,2-0,3,3,2012-2013,3,3,3,5,22,43,6,8,Goodison Park,3,3
0,0,24139,0,,Brendan Rodgers,Liverpool,4,5,35,21,9,4,5,22,Saturday 13 April 2013,9,12,11,9,1,2,0,,Nigel Adkins,Reading,6,2,0,0,0,0,Mark Clattenburg,0-0,2,10,2012-2013,12,3,11,2,29,29,23,5,Madejski Stadium,1,2
1,0,31984,1,Andy Carroll (66),Sam Allardyce,West Ham,10,3,42,39,4,7,11,24,Saturday 13 April 2013,17,12,10,13,0,1,1,Gastón Ramírez (59),Mauricio Pochettino,Southampton,4,3,0,0,0,0,Mike Dean,1-1,4,2,2012-2013,2,3,3,5,26,24,5,8,St. Mary's Stadium,3,2
2,0,75498,2,"James Milner (51),Sergio Agüero (78)",Roberto Mancini,Man City,1,3,42,27,4,9,17,27,Monday 8 April 2013,21,13,12,18,1,0,1,Vincent Kompany (59 OG),Alex Ferguson,Man Utd,1,3,0,0,0,0,Mike Dean,1-2,5,1,2012-2013,4,9,4,5,19,29,8,14,Old Trafford,5,3
0,1,16658,1,Shaun Maloney (90+4),Roberto Martinez,Wigan,3,6,26,23,10,2,18,16,Sunday 7 April 2013,12,9,7,10,0,1,1,Loïc Remy (85),Harry Redknapp,QPR,2,3,0,0,0,1,Phil Dowd,1-1,0,6,2012-2013,4,5,7,1,16,19,11,6,Loftus Road Stadium,3,2
0,1,41500,1,César Azpilicueta (45 OG),Paolo Di Canio,Sunderland,5,2,26,27,5,8,9,21,Sunday 7 April 2013,16,9,6,16,2,0,2,"Matthew Kilgallon (47 OG),Branislav Ivanovic (55)",Rafael Benitez,Chelsea,1,3,0,0,0,0,Neil Swarbrick,2-1,2,0,2012-2013,6,7,1,4,21,33,7,11,Stamford Bridge,2,0
0,1,51847,0,,Martin Jol,Fulham,6,2,46,24,3,10,9,33,Sunday 7 April 2013,11,13,13,11,0,0,1,Papiss Demba Cissé (90+3),Alan Pardew,Newcastle,0,4,0,0,0,0,Kevin Friend,1-0,4,2,2012-2013,4,15,2,5,16,14,6,20,St. James' Park,2,2
2,1,36192,2,"Phil Jagielka (15),Kevin Mirallas (53)",David Moyes,Everton,5,1,44,44,6,7,10,24,Sunday 7 April 2013,8,17,17,8,0,1,2,"Emmanuel Adebayor (1),Gylfi Sigurdsson (87)",Andre Villas-Boas,Spurs,2,2,0,0,0,0,Andre Marriner,2-2,5,2,2012-2013,4,8,4,7,20,31,8,15,White Hart Lane,1,1
0,0,45007,0,,Sam Allardyce,West Ham,5,4,47,18,2,12,13,13,Sunday 7 April 2013,5,8,8,5,1,0,0,,Brendan Rodgers,Liverpool,0,4,0,0,0,0,Anthony Taylor,0-0,7,0,2012-2013,6,7,1,8,20,27,7,15,Anfield,1,0
2,2,26372,2,"Michu (35),Luke Moore (75)",Michael Laudrup,Swansea,4,3,40,32,5,2,26,20,Saturday 6 April 2013,16,8,6,14,0,0,2,"Robert Snodgrass (40),Michael Turner (60)",Chris Hughton,Norwich,1,0,0,0,0,0,Michael Oliver,2-2,2,5,2012-2013,8,4,7,4,26,13,15,8,Carrow Road,3,5
1,1,27544,3,"Gabriel Agbonlahor (9),Matthew Lowton (87),Christian Benteke (90+1)",Paul Lambert,Aston Villa,4,3,39,22,2,4,3,23,Saturday 6 April 2013,12,16,16,10,0,0,1,Michael Kightly (80),Tony Pulis,Stoke,3,2,0,0,0,0,Mark Clattenburg,1-3,2,3,2012-2013,3,6,6,3,19,30,9,9,Britannia Stadium,1,3
1,0,26144,2,"Tomas Rosicky (20, 50)",Arsène Wenger,Arsenal,1,0,41,14,4,6,8,24,Saturday 6 April 2013,16,7,7,12,1,1,1,James Morrison (71 Pen),Steve Clarke,West Brom,1,6,0,1,1,0,Howard Webb,1-2,3,4,2012-2013,5,13,6,5,12,15,11,18,The Hawthorns,4,2
2,0,24108,2,"Jay Rodriguez (34),Adam Lallana (72)",Mauricio Pochettino,Southampton,2,1,50,20,4,8,14,25,Saturday 6 April 2013,11,6,5,12,1,1,0,,Nigel Adkins,Reading,6,1,0,0,0,0,Michael Jones,0-2,2,2,2012-2013,8,6,4,2,36,36,12,8,Madejski Stadium,0,0
2,0,25117,2,"Adel Taarabt (45),Loïc Remy (51)",Harry Redknapp,QPR,2,7,15,41,6,3,14,13,Monday 1 April 2013,7,12,10,5,0,0,3,"Dimitar Berbatov (8 Pen, 22),Clint Hill (41 OG)",Martin Jol,Fulham,4,6,1,1,0,1,Lee Probert,3-2,2,5,2012-2013,7,4,8,3,21,21,15,7,Craven Cottage,1,2
1,1,42037,2,"Jordan Henderson (47),Steven Gerrard (60 Pen)",Brendan Rodgers,Liverpool,3,11,29,19,8,7,9,17,Sunday 31 March 2013,9,9,7,9,1,0,1,Christian Benteke (31),Paul Lambert,Aston Villa,6,3,1,0,0,0,Lee Mason,1-2,2,5,2012-2013,5,3,7,4,21,21,12,7,Villa Park,1,1
0,0,33977,0,,Tony Pulis,Stoke,5,2,37,43,3,4,19,17,Saturday 30 March 2013,18,13,12,14,0,0,1,Kevin Mirallas (28),David Moyes,Everton,2,1,0,0,0,0,Michael Jones,1-0,5,3,2012-2013,5,7,3,6,20,32,8,13,Goodison Park,3,1
