assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
0,2,45103,0,,Tony Pulis,Stoke,5,2,18,32,3,3,14,9,Tuesday 17 May 2011,9,7,7,7,0,1,3,"Carlos Tévez (14, 65),Joleon Lescott (53)",Roberto Mancini,Man City,4,0,0,0,0,0,Lee Probert,3-0,2,1,2010-2011,3,9,1,5,21,20,4,14,Etihad Stadium,3,0
2,0,60023,2,"Darren Bent (11, 15)",Gerard Houllier,Aston Villa,10,0,42,13,2,13,5,27,Sunday 15 May 2011,10,9,9,9,0,0,1,Robin van Persie (89),Arsène Wenger,Arsenal,3,5,0,0,0,0,Michael Oliver,1-2,5,3,2010-2011,3,8,5,6,17,22,8,14,Emirates Stadium,4,1
1,0,27759,2,"Brede Hangeland (5, 49)",Mark Hughes,Fulham,2,4,63,30,4,5,15,25,Sunday 15 May 2011,16,7,7,16,1,0,0,,Alex McLeish,Birmingham,0,5,0,0,0,0,Peter Walton,0-2,1,7,2010-2011,7,8,9,1,23,31,16,9,St. Andrew's Stadium,5,0
0,0,44893,2,"Rafael van der Vaart (9),Luka Modric (56 Pen)",Harry Redknapp,Spurs,3,3,61,16,5,11,8,27,Sunday 15 May 2011,8,13,12,7,1,0,0,,Kenny Dalglish,Liverpool,0,2,1,0,0,0,Howard Webb,0-2,3,1,2010-2011,4,9,3,3,20,30,7,12,Anfield,1,2
2,1,22043,2,"Demba Ba (12, 26)",Avram Grant,West Ham,8,7,35,18,5,9,14,16,Sunday 15 May 2011,10,7,6,7,0,0,3,"Charles N'Zogbia (57, 90+4),Conor Sammon (68)",Roberto Martinez,Wigan,2,0,0,0,0,0,Mike Dean,3-2,9,4,2010-2011,4,9,9,12,16,33,13,21,DW Stadium,2,1
2,2,41739,2,"Jonás Gutiérrez (10),Steven Taylor (90+2)",Alan Pardew,Newcastle,6,6,31,20,4,7,13,20,Sunday 15 May 2011,13,18,11,12,0,1,2,"Branislav Ivanovic (2),Alex (83)",Carlo Ancelotti,Chelsea,3,2,0,0,0,0,Lee Mason,2-2,0,3,2010-2011,5,8,4,2,13,19,9,10,Stamford Bridge,3,4
0,1,29867,1,Wayne Rooney (73 Pen),Alex Ferguson,Man Utd,0,4,22,31,6,2,23,9,Saturday 14 May 2011,11,11,10,10,0,0,1,Brett Emerton (20),Steve Kean,Blackburn,1,0,1,0,0,0,Phil Dowd,1-1,1,1,2010-2011,5,4,2,2,33,10,7,6,Ewood Park,0,3
2,3,15979,3,"Kevin Davies (6),Matthew Taylor (24),Daniel Sturridge (53)",Owen Coyle,Bolton,3,5,27,50,6,4,16,20,Saturday 14 May 2011,13,16,11,11,1,0,4,"DJ Campbell (9, 45),Jason Puncheon (19),Charlie Adam (63)",Ian Holloway,Blackpool,3,7,0,0,0,0,Andre Marriner,4-3,1,3,2010-2011,8,3,6,5,29,21,14,8,Bloomfield Road,4,2
3,1,41273,3,"Jody Craddock (22),Steven Fletcher (54),George Elokobi (78)",Mick McCarthy,Wolves,5,3,42,24,5,5,21,24,Saturday 14 May 2011,22,8,8,21,2,0,1,Stéphane Sessegnon (34),Steve Bruce,Sunderland,4,1,0,0,0,0,Michael Jones,1-3,3,0,2010-2011,5,5,4,4,26,23,9,9,Stadium of Light,0,0
0,1,25838,0,,David Moyes,Everton,4,8,20,38,12,3,31,14,Saturday 14 May 2011,9,15,14,8,0,0,1,Youssouf Mulumbu (10),Roy Hodgson,West Brom,2,4,0,0,1,0,Anthony Taylor,1-0,2,2,2010-2011,12,7,2,4,20,16,14,11,The Hawthorns,2,2
0,0,47029,0,,Harry Redknapp,Spurs,3,6,33,53,8,2,29,10,Tuesday 10 May 2011,9,7,6,8,1,0,1,Peter Crouch (30 OG),Roberto Mancini,Man City,1,3,0,0,0,0,Mike Dean,1-0,2,2,2010-2011,7,3,3,3,29,23,10,6,Etihad Stadium,1,1
3,1,25693,5,"Maxi Rodríguez (1, 7, 70),Dirk Kuyt (16),Luis Suárez (75)",Kenny Dalglish,Liverpool,2,1,31,47,5,6,13,19,Monday 9 May 2011,12,17,17,10,0,0,2,"Mousa Dembélé (57),Steve Sidwell (86)",Mark Hughes,Fulham,1,1,0,0,0,0,Lee Mason,2-5,1,3,2010-2011,7,3,9,4,25,35,16,7,Craven Cottage,2,5
1,2,75445,1,Frank Lampard (68),Carlo Ancelotti,Chelsea,3,4,21,26,2,7,17,15,Sunday 8 May 2011,16,13,11,16,2,0,2,"Javier Hernández (1),Nemanja Vidic (23)",Alex Ferguson,Man Utd,3,3,0,0,0,0,Howard Webb,2-1,2,6,2010-2011,9,5,7,5,27,16,16,10,Old Trafford,4,2
1,1,27478,1,Robin van Persie (81),Arsène Wenger,Arsenal,1,4,23,31,5,2,20,10,Sunday 8 May 2011,11,7,6,11,0,0,3,"Kenwyne Jones (28),Jermaine Pennant (40),Jonathan Walters (82)",Tony Pulis,Stoke,1,2,0,0,0,0,Mark Halsey,3-1,2,2,2010-2011,11,6,3,5,18,15,14,11,Britannia Stadium,2,1
0,3,28510,1,Peter Odemwingie (54 Pen),Roy Hodgson,West Brom,3,3,22,26,4,8,17,19,Sunday 8 May 2011,8,10,7,6,1,0,3,"Steven Fletcher (15, 47),Adlène Guédioura (28)",Mick McCarthy,Wolves,2,5,1,0,0,0,Mike Dean,3-1,4,3,2010-2011,8,4,4,7,32,19,12,11,Molineux Stadium,1,3
0,1,35585,1,Charlie Adam (76 Pen),Ian Holloway,Blackpool,9,4,47,46,6,7,7,37,Saturday 7 May 2011,13,8,5,13,1,2,1,Jermain Defoe (89),Harry Redknapp,Spurs,1,1,2,0,0,0,Lee Probert,1-1,5,5,2010-2011,6,9,6,6,27,34,12,15,White Hart Lane,2,3
1,1,36293,1,Charles N'Zogbia (10),Roberto Martinez,Wigan,2,2,20,17,5,2,6,18,Saturday 7 May 2011,12,6,6,12,0,0,1,Ashley Young (17),Gerard Houllier,Aston Villa,0,0,0,0,0,0,Michael Jones,1-1,4,1,2010-2011,4,4,2,5,34,30,6,9,Villa Park,0,2
2,1,22597,2,"Boudewijn Zenden (45+1),Sulley Ali Muntari (90+3)",Steve Bruce,Sunderland,4,2,43,38,5,5,8,16,Saturday 7 May 2011,12,15,14,10,1,1,1,Ivan Klasnic (87),Owen Coyle,Bolton,1,1,0,0,0,0,Kevin Friend,1-2,3,2,2010-2011,4,10,4,5,32,34,8,15,Macron Stadium,0,1
1,2,37351,1,Yaya Touré (28),Roberto Mancini,Man City,4,4,40,31,6,11,17,24,Saturday 7 May 2011,16,16,15,15,1,2,2,"Sylvain Distin (65),Leon Osman (72)",David Moyes,Everton,1,1,0,0,0,0,Phil Dowd,2-1,2,2,2010-2011,5,3,3,4,22,35,8,7,Goodison Park,2,4
1,1,47409,1,Lee Bowyer (45),Alex McLeish,Birmingham,1,2,31,29,2,8,10,26,Saturday 7 May 2011,13,11,10,12,1,0,2,"Shola Ameobi (36 Pen),Steven Taylor (43)",Alan Pardew,Newcastle,4,4,0,1,1,0,Chris Foy,2-1,7,0,2010-2011,3,8,1,10,17,18,4,18,St. James' Park,4,1
1,1,33789,1,Jason Roberts (12),Steve Kean,Blackburn,10,1,57,43,3,7,10,29,Saturday 7 May 2011,17,9,9,16,3,1,1,Thomas Hitzlsperger (78),Avram Grant,West Ham,2,6,0,0,0,0,Peter Walton,1-1,4,2,2010-2011,6,10,3,5,21,34,9,15,Boleyn Ground,0,3
0,1,44511,1,Demba Ba (33),Avram Grant,West Ham,4,3,24,21,5,9,11,18,Sunday 1 May 2011,8,13,13,8,1,0,2,"Nigel de Jong (10),Pablo Zabaleta (15)",Roberto Mancini,Man City,2,5,0,0,0,0,Howard Webb,2-1,6,2,2010-2011,3,8,3,9,21,13,6,17,Etihad Stadium,1,3
0,1,60107,0,,Alex Ferguson,Man Utd,2,3,23,28,6,3,19,26,Sunday 1 May 2011,8,16,12,7,1,1,1,Aaron Ramsey (56),Arsène Wenger,Arsenal,4,2,0,0,0,0,Chris Foy,1-0,1,4,2010-2011,5,6,4,2,26,19,9,8,Emirates Stadium,3,2
0,0,26072,1,Steven Fletcher (7 Pen),Mick McCarthy,Wolves,1,4,20,31,2,0,33,10,Sunday 1 May 2011,17,12,11,14,3,1,1,Sebastian Larsson (27),Alex McLeish,Birmingham,3,1,1,0,0,1,Kevin Friend,1-1,0,1,2010-2011,5,6,2,1,27,28,7,7,St. Andrew's Stadium,3,2
0,1,44923,0,,Alan Pardew,Newcastle,4,3,14,20,12,3,28,13,Sunday 1 May 2011,10,16,15,9,0,1,3,"Maxi Rodríguez (10),Dirk Kuyt (59 Pen),Luis Suárez (65)",Kenny Dalglish,Liverpool,0,4,0,1,0,0,Peter Walton,3-0,2,1,2010-2011,7,5,1,5,24,17,8,10,Anfield,2,1
1,2,41681,1,Sandro (19),Harry Redknapp,Spurs,4,7,23,9,5,6,9,23,Saturday 30 April 2011,14,12,11,12,1,0,2,"Frank Lampard (45),Salomon Kalou (89)",Carlo Ancelotti,Chelsea,0,0,0,0,0,0,Andre Marriner,2-1,8,0,2010-2011,5,6,1,10,17,19,6,16,Stamford Bridge,1,3
0,1,28985,0,,Owen Coyle,Bolton,5,3,45,58,10,3,11,22,Saturday 30 April 2011,10,7,7,9,1,0,1,Martin Olsson (20),Steve Kean,Blackburn,3,7,0,0,0,0,Mike Dean,1-0,4,0,2010-2011,9,10,0,6,26,27,9,16,Ewood Park,1,2
0,0,16003,0,,Tony Pulis,Stoke,4,3,49,62,8,4,22,18,Saturday 30 April 2011,12,12,11,11,1,2,0,,Ian Holloway,Blackpool,1,0,0,0,0,0,Mark Clattenburg,0-0,3,1,2010-2011,4,6,1,3,31,44,5,9,Bloomfield Road,0,0
2,0,39576,3,"Gaël Kakuta (33),Simon Davies (61, 73)",Mark Hughes,Fulham,6,4,46,21,4,5,12,28,Saturday 30 April 2011,14,7,7,12,0,0,0,,Steve Bruce,Sunderland,5,4,0,0,0,0,Martin Atkinson,0-3,4,0,2010-2011,3,6,3,4,17,30,6,10,Stadium of Light,0,1
0,0,25889,1,Abdoulaye Méité (4 OG),Gerard Houllier,Aston Villa,2,4,8,25,6,3,21,9,Saturday 30 April 2011,10,13,11,9,0,0,2,"Peter Odemwingie (60),Youssouf Mulumbu (84)",Roy Hodgson,West Brom,4,2,0,0,0,1,Phil Dowd,2-1,2,3,2010-2011,5,5,3,5,19,24,8,10,The Hawthorns,1,2
0,1,17051,1,Leighton Baines (78 Pen),David Moyes,Everton,3,1,20,34,8,3,21,14,Saturday 30 April 2011,15,14,12,15,3,2,1,Charles N'Zogbia (21),Roberto Martinez,Wigan,1,1,2,0,0,0,Lee Mason,1-1,7,5,2010-2011,1,4,6,8,31,21,7,12,DW Stadium,2,2
0,2,23222,0,,Owen Coyle,Bolton,3,3,36,27,7,10,11,17,Wednesday 27 April 2011,10,14,12,10,0,2,3,"Clint Dempsey (15, 48),Brede Hangeland (65)",Mark Hughes,Fulham,0,2,0,0,0,0,Anthony Taylor,3-0,3,4,2010-2011,7,10,4,6,28,21,11,16,Craven Cottage,1,1
0,1,27030,0,,Mick McCarthy,Wolves,1,2,37,32,11,7,16,19,Tuesday 26 April 2011,13,14,14,14,2,0,3,"Kenwyne Jones (16),Ryan Shawcross (45+1),Jermaine Pennant (51)",Tony Pulis,Stoke,2,0,0,0,0,0,Lee Mason,3-0,4,1,2010-2011,4,7,1,7,29,21,5,14,Britannia Stadium,2,3
0,0,23529,1,Edin Dzeko (75),Roberto Mancini,Man City,3,3,32,33,6,4,19,14,Monday 25 April 2011,16,15,13,14,1,0,0,,Steve Kean,Blackburn,0,0,0,0,0,0,Andre Marriner,0-1,3,3,2010-2011,4,8,5,3,20,25,9,11,Ewood Park,3,2
1,1,26881,1,Robin van Persie (48),Arsène Wenger,Arsenal,2,6,30,48,9,3,30,6,Sunday 24 April 2011,14,14,13,12,0,0,2,"Daniel Sturridge (38),Tamir Cohen (90)",Owen Coyle,Bolton,0,2,0,1,0,0,Michael Jones,2-1,4,4,2010-2011,7,3,6,7,35,19,13,10,Macron Stadium,3,4
0,3,41656,0,,Avram Grant,West Ham,3,5,31,19,7,5,16,16,Saturday 23 April 2011,13,7,7,13,1,0,3,"Frank Lampard (44),Fernando Torres (84),Florent Malouda (90+3)",Carlo Ancelotti,Chelsea,1,4,0,0,0,0,Phil Dowd,3-0,5,5,2010-2011,7,7,6,10,23,11,13,17,Stamford Bridge,2,1
1,1,35235,1,Kenwyne Jones (20),Tony Pulis,Stoke,3,3,25,28,8,6,9,29,Saturday 23 April 2011,11,9,9,11,2,0,1,Darren Bent (43),Gerard Houllier,Aston Villa,4,1,0,0,0,0,Chris Foy,1-1,1,2,2010-2011,2,4,3,2,21,22,5,6,Villa Park,3,0
1,1,16003,1,Peter Løvenkrands (17),Alan Pardew,Newcastle,3,3,33,43,4,4,10,32,Saturday 23 April 2011,8,17,16,6,0,0,1,DJ Campbell (32),Ian Holloway,Blackpool,1,3,0,0,0,0,Martin Atkinson,1-1,1,1,2010-2011,5,11,2,2,29,28,7,13,Bloomfield Road,1,1
0,2,44734,0,,Alex McLeish,Birmingham,6,3,12,24,2,5,19,18,Saturday 23 April 2011,12,7,7,11,0,0,5,"Maxi Rodríguez (7, 66, 73),Dirk Kuyt (23),Joe Cole (86)",Kenny Dalglish,Liverpool,2,1,0,0,0,0,Howard Webb,5-0,6,5,2010-2011,5,3,5,11,23,20,10,14,Anfield,0,1
2,3,39650,2,"Mohamed Diamé (52),Franco Di Santo (90)",Roberto Martinez,Wigan,4,1,32,19,3,7,14,23,Saturday 23 April 2011,10,12,10,8,1,1,4,"Asamoah Gyan (55),Jordan Henderson (66, 76),Stéphane Sessegnon (73 Pen)",Steve Bruce,Sunderland,0,1,0,1,0,0,Lee Probert,4-2,3,3,2010-2011,3,5,5,6,19,36,8,11,Stadium of Light,2,1
2,1,36160,2,"Peter Odemwingie (5),Simon Cox (81)",Roy Hodgson,West Brom,10,2,32,21,1,11,6,31,Saturday 23 April 2011,13,8,8,11,2,0,2,"Roman Pavlyuchenko (27),Jermain Defoe (66)",Harry Redknapp,Spurs,3,0,0,0,0,0,Stuart Attwell,2-2,1,1,2010-2011,6,9,3,3,17,18,9,12,White Hart Lane,1,1
0,1,28825,1,Andrew Johnson (80),Mark Hughes,Fulham,1,4,43,28,5,3,22,17,Saturday 23 April 2011,20,17,16,20,0,1,1,Steven Fletcher (22),Mick McCarthy,Wolves,3,3,0,0,0,0,Michael Oliver,1-1,2,4,2010-2011,10,6,5,4,24,15,15,10,Molineux Stadium,2,2
0,1,75300,0,,David Moyes,Everton,5,0,56,19,1,13,14,38,Saturday 23 April 2011,9,10,9,8,0,0,1,Javier Hernández (84),Alex Ferguson,Man Utd,0,2,0,0,0,0,Peter Walton,1-0,5,3,2010-2011,2,9,3,6,20,18,5,15,Old Trafford,2,1
0,3,40848,1,Sebastian Larsson (77 Pen),Alex McLeish,Birmingham,2,3,29,10,4,7,7,18,Wednesday 20 April 2011,12,9,7,12,0,0,3,"Florent Malouda (3, 62),Salomon Kalou (26)",Carlo Ancelotti,Chelsea,1,2,1,0,0,0,Michael Jones,3-1,3,1,2010-2011,3,12,2,6,20,16,5,18,Stamford Bridge,1,0
2,1,36138,3,"Theo Walcott (5),Samir Nasri (12),Robin van Persie (40)",Arsène Wenger,Arsenal,1,3,38,42,6,7,14,17,Wednesday 20 April 2011,15,8,7,13,1,0,3,"Rafael van der Vaart (7, 70 Pen),Tom Huddlestone (44)",Harry Redknapp,Spurs,1,2,0,1,0,0,Martin Atkinson,3-3,6,4,2010-2011,5,7,7,9,29,20,12,16,White Hart Lane,3,0
0,0,49025,0,,Alex Ferguson,Man Utd,2,4,31,25,7,6,20,21,Tuesday 19 April 2011,11,10,8,8,0,1,0,,Alan Pardew,Newcastle,2,0,0,0,0,0,Lee Probert,0-0,3,5,2010-2011,10,7,5,3,18,17,15,10,St. James' Park,2,2
0,0,60029,1,Dirk Kuyt (90+12 Pen),Kenny Dalglish,Liverpool,5,1,32,23,3,9,8,35,Sunday 17 April 2011,12,12,9,10,0,0,1,Robin van Persie (90+8 Pen),Arsène Wenger,Arsenal,2,1,1,1,0,0,Andre Marriner,1-1,4,4,2010-2011,4,6,5,5,10,19,9,11,Emirates Stadium,4,2
0,2,28108,0,,Steve Bruce,Sunderland,1,7,21,39,9,4,29,9,Saturday 16 April 2011,10,7,7,9,0,0,2,"Sebastian Larsson (41),Craig Gardner (66)",Alex McLeish,Birmingham,1,4,0,0,0,0,Phil Dowd,2-0,1,4,2010-2011,11,6,4,3,34,26,15,9,St. Andrew's Stadium,0,0
2,1,16030,3,"Hugo Rodallega (3),Charles N'Zogbia (45+1),Neal Eardley (66 OG)",Roberto Martinez,Wigan,3,2,32,27,3,4,7,20,Saturday 16 April 2011,12,14,14,10,0,1,1,DJ Campbell (83),Ian Holloway,Blackpool,2,2,0,0,0,0,Peter Walton,1-3,5,2,2010-2011,3,4,4,7,27,35,7,11,Bloomfield Road,2,2
0,1,35857,0,,Steve Kean,Blackburn,5,3,39,34,1,10,12,24,Saturday 16 April 2011,20,10,10,18,2,0,2,"Leon Osman (54),Leighton Baines (75 Pen)",David Moyes,Everton,1,1,0,1,0,0,Kevin Friend,2-0,3,1,2010-2011,3,8,1,5,30,35,4,13,Goodison Park,3,1
1,1,25163,3,"Didier Drogba (22),Salomon Kalou (26),Frank Lampard (45)",Carlo Ancelotti,Chelsea,4,2,9,27,5,3,23,12,Saturday 16 April 2011,9,8,7,8,0,0,1,Peter Odemwingie (17),Roy Hodgson,West Brom,9,0,0,0,0,0,Lee Probert,1-3,1,6,2010-2011,11,8,8,2,18,21,19,10,The Hawthorns,0,1
2,1,33308,2,"Darren Bent (36),Gabriel Agbonlahor (90+1)",Gerard Houllier,Aston Villa,6,6,27,32,11,5,20,20,Saturday 16 April 2011,4,8,8,2,0,0,1,Robbie Keane (2),Avram Grant,West Ham,3,5,0,0,0,0,Mark Halsey,1-2,4,5,2010-2011,10,5,8,5,20,24,18,10,Boleyn Ground,0,0
0,1,44776,0,,Roberto Mancini,Man City,5,1,17,16,2,6,15,16,Monday 11 April 2011,3,6,5,3,0,0,3,"Andy Carroll (13, 35),Dirk Kuyt (34)",Kenny Dalglish,Liverpool,0,5,0,0,0,0,Mark Halsey,3-0,2,2,2010-2011,9,11,2,5,29,24,11,16,Anfield,0,1
0,1,37090,0,,Alan Pardew,Newcastle,5,2,30,19,2,9,15,15,Sunday 10 April 2011,10,9,8,10,0,0,1,James Collins (24),Gerard Houllier,Aston Villa,3,4,0,0,0,0,Stuart Attwell,1-0,2,3,2010-2011,2,8,3,3,31,27,5,11,Villa Park,2,2
3,1,16030,3,"Abou Diaby (18),Emmanuel Eboué (21),Robin van Persie (76)",Arsène Wenger,Arsenal,5,2,39,43,4,6,12,20,Sunday 10 April 2011,9,15,12,9,0,1,1,Gary Taylor-Fletcher (52),Ian Holloway,Blackpool,5,4,0,0,0,0,Lee Mason,1-3,2,3,2010-2011,9,7,6,3,30,23,15,10,Bloomfield Road,2,2
1,0,28426,1,Lee Bowyer (32),Alex McLeish,Birmingham,3,2,35,22,2,8,14,19,Saturday 9 April 2011,12,11,9,11,2,1,1,Junior Hoilett (45+7),Steve Kean,Blackburn,1,0,0,0,0,0,Chris Foy,1-1,0,1,2010-2011,2,10,2,1,28,25,4,11,Ewood Park,3,2
0,3,25857,0,,Avram Grant,West Ham,6,1,29,35,10,4,26,19,Saturday 9 April 2011,11,6,6,10,1,0,3,"Daniel Sturridge (14, 51),Lee Chung-yong (20)",Owen Coyle,Bolton,2,1,0,0,0,0,Lee Probert,3-0,4,5,2010-2011,6,12,6,7,28,22,12,19,Macron Stadium,0,1
0,0,40734,0,,Roberto Martinez,Wigan,2,7,32,12,5,10,9,26,Saturday 9 April 2011,14,12,8,10,0,1,1,Florent Malouda (67),Carlo Ancelotti,Chelsea,2,0,0,0,0,0,Howard Webb,1-0,9,3,2010-2011,4,8,3,10,21,18,7,18,Stamford Bridge,2,1
0,1,75339,0,,Mark Hughes,Fulham,4,3,28,20,3,7,15,12,Saturday 9 April 2011,8,12,10,8,0,0,2,"Dimitar Berbatov (12),Antonio Valencia (32)",Alex Ferguson,Man Utd,0,3,0,0,0,0,Michael Jones,2-0,5,2,2010-2011,7,6,2,8,13,23,9,14,Old Trafford,0,0
3,1,41586,3,"Peter Odemwingie (29),Youssouf Mulumbu (54),Paul Scharner (72)",Roy Hodgson,West Brom,5,1,56,17,2,5,15,28,Saturday 9 April 2011,11,10,8,10,1,0,2,"Nicky Shorey (10 OG),Phil Bardsley (31)",Steve Bruce,Sunderland,3,1,0,0,0,0,Peter Walton,2-3,0,5,2010-2011,3,4,9,1,27,34,12,5,Stadium of Light,1,3
2,3,32702,2,"Matthew Etherington (27),Kenwyne Jones (41)",Tony Pulis,Stoke,8,1,35,44,5,10,15,22,Saturday 9 April 2011,17,13,12,16,2,1,3,"Peter Crouch (11, 34),Luka Modric (18)",Harry Redknapp,Spurs,0,0,0,0,0,0,Kevin Friend,3-2,2,4,2010-2011,3,2,6,5,18,26,9,7,White Hart Lane,3,1
2,0,28352,3,"Jermaine Beckford (21),Philip Neville (39),Diniyar Bilyaletdinov (45)",David Moyes,Everton,7,1,64,24,6,13,16,32,Saturday 9 April 2011,14,15,15,11,0,2,0,,Mick McCarthy,Wolves,3,4,0,0,0,0,Phil Dowd,0-3,2,3,2010-2011,4,6,5,2,25,37,9,8,Molineux Stadium,1,0
0,2,44197,0,,Steve Bruce,Sunderland,4,1,18,26,5,6,26,13,Sunday 3 April 2011,22,9,9,20,2,0,5,"Adam Johnson (9),Carlos Tévez (15 Pen),David Silva (63),Patrick Vieira (67),Yaya Touré (73)",Roberto Mancini,Man City,1,3,0,1,0,0,Howard Webb,5-0,4,3,2010-2011,4,2,3,9,28,18,7,11,Etihad Stadium,3,2
0,2,25692,0,,Ian Holloway,Blackpool,9,6,34,42,7,4,13,12,Sunday 3 April 2011,6,15,15,6,0,1,3,"Bobby Zamora (23, 28),Dickson Etuhu (72)",Mark Hughes,Fulham,3,4,0,0,0,0,Stuart Attwell,3-0,3,2,2010-2011,5,4,3,6,23,26,8,10,Craven Cottage,1,2
0,0,60087,0,,Steve Kean,Blackburn,6,0,44,29,4,11,12,37,Saturday 2 April 2011,11,11,10,10,0,1,0,,Arsène Wenger,Arsenal,4,2,0,0,1,0,Phil Dowd,0-0,4,2,2010-2011,5,11,2,5,21,28,7,16,Emirates Stadium,2,1
1,2,26142,1,Johan Elmander (70),Owen Coyle,Bolton,2,5,45,44,8,8,19,8,Saturday 2 April 2011,16,13,13,15,1,2,2,"Kevin Phillips (4),Craig Gardner (59)",Alex McLeish,Birmingham,2,3,0,0,0,0,Michael Oliver,2-1,3,9,2010-2011,6,5,9,5,33,24,15,10,St. Andrew's Stadium,2,0
