assists_away_team,assists_home_team,attendance,away_goals,away_goals_details,away_manager,away_team,blocks_away_team,blocks_home_team,clearances_away_team,clearances_home_team,corners_away_team,corners_home_team,crosses_away_team,crosses_home_team,date,fouls_away_team,fouls_home_team,free_kicks_away_team,free_kicks_home_team,handballs_away_team,handballs_home_team,home_goals,home_goals_details,home_manager,home_team,offsides_away_team,offsides_home_team,penalties_away_team,penalties_home_team,red_cards_away_team,red_cards_home_team,referee,result,saves_away_team,saves_home_team,season,shots_off_target_away_team,shots_off_target_home_team,shots_on_target_away_team,shots_on_target_home_team,throw_ins_away_team,throw_ins_home_team,total_shots_away_team,total_shots_home_team,venue,yellow_cards_away_team,yellow_cards_home_team
0,0,59987,0,,Dick Advocaat,Sunderland,7,1,41,8,2,5,2,31,Wednesday 20 May 2015,8,6,6,9,0,0,0,,Arsène Wenger,Arsenal,1,0,0,0,0,0,Anthony Taylor,0-0,8,3,2014-2015,3,13,3,8,9,22,6,21,Emirates Stadium,0,1
0,2,24750,0,,José Mourinho,Chelsea,1,5,13,23,4,3,10,8,Monday 18 May 2015,11,12,11,11,0,1,3,"Saido Berahino (9, 47 Pen),Chris Brunt (60)",Tony Pulis,West Brom,1,1,0,1,1,0,Mike Jones,3-0,3,3,2014-2015,4,3,3,5,18,9,7,8,The Hawthorns,2,3
0,1,75323,1,Tyler Blackett (82 OG),Arsène Wenger,Arsenal,4,0,22,26,5,5,12,18,Sunday 17 May 2015,8,16,24,9,0,2,1,Ander Herrera (30),Louis van Gaal,Man Utd,2,8,0,0,0,0,Mike Dean,1-1,3,3,2014-2015,2,3,3,5,24,17,5,8,Old Trafford,0,1
4,2,20669,4,"Yaya Touré (21, 74),James Milner (36),Wilfried Bony (90+2)",Manuel Pellegrini,Man City,2,6,14,18,7,11,14,13,Sunday 17 May 2015,8,8,7,9,0,0,2,"Gylfi Sigurdsson (45),Bafétimbi Gomis (64)",Garry Monk,Swansea,2,0,0,0,0,0,Mark Clattenburg,2-4,7,7,2014-2015,5,2,11,9,21,11,16,11,Liberty Stadium,3,0
0,0,44673,3,"Jason Puncheon (43),Wilfried Zaha (60),Glenn Murray (90+1)",Alan Pardew,Crystal Palace,5,3,26,29,5,4,13,15,Saturday 16 May 2015,17,10,9,19,0,0,1,Adam Lallana (26),Brendan Rodgers,Liverpool,3,1,1,0,0,0,Jonathan Moss,1-3,2,3,2014-2015,6,10,6,3,21,22,12,13,Anfield,3,2
0,0,18636,0,,Mark Hughes,Stoke,6,3,44,28,6,7,20,23,Saturday 16 May 2015,9,14,14,12,0,1,0,,Sean Dyche,Burnley,3,1,0,0,0,0,Michael Oliver,0-0,4,3,2014-2015,5,1,3,4,27,30,8,5,Turf Moor,2,1
1,2,17608,1,Emmanuel Rivière (24),John Carver,Newcastle,1,8,40,39,12,3,13,13,Saturday 16 May 2015,8,12,11,9,0,0,2,"Matthew Phillips (54),Leroy Fer (61)",Chris Ramsey,QPR,1,1,0,0,0,0,Lee Probert,2-1,2,6,2014-2015,5,3,8,4,29,29,13,7,Loftus Road Stadium,0,2
0,0,46705,0,,Nigel Pearson,Leicester,5,7,33,37,9,8,22,16,Saturday 16 May 2015,15,14,14,11,0,0,0,,Dick Advocaat,Sunderland,0,2,0,0,0,0,Martin Atkinson,0-0,3,0,2014-2015,4,5,0,3,21,25,4,8,Stadium of Light,1,4
0,2,35857,0,,Steve Bruce,Hull,4,3,18,34,8,6,25,13,Saturday 16 May 2015,6,10,9,11,0,0,2,"Nacer Chadli (54),Danny Rose (61)",Mauricio Pochettino,Spurs,5,0,0,0,0,0,Anthony Taylor,2-0,1,1,2014-2015,9,3,2,3,17,19,11,6,White Hart Lane,1,3
2,1,34977,2,"Leon Osman (68),Romelu Lukaku (90+3)",Roberto Martinez,Everton,5,5,39,28,8,7,15,24,Saturday 16 May 2015,14,12,13,16,1,0,1,Stewart Downing (62),Sam Allardyce,West Ham,2,2,0,0,0,0,Kevin Friend,1-2,2,3,2014-2015,10,5,5,3,17,19,15,8,Boleyn Ground,4,1
1,3,31636,1,Christian Benteke (45+3),Tim Sherwood,Aston Villa,3,1,25,29,3,6,27,17,Saturday 16 May 2015,7,19,22,8,0,1,6,"Sadio Mané (13, 14, 16),Shane Long (26, 38),Graziano Pellè (81)",Ronald Koeman,Southampton,1,3,0,0,0,0,Robert Madley,6-1,5,3,2014-2015,4,4,4,11,19,16,8,15,St. Mary's Stadium,1,1
1,0,59989,1,Bafétimbi Gomis (85),Garry Monk,Swansea,7,3,18,9,1,6,8,25,Monday 11 May 2015,10,7,8,10,0,0,0,,Arsène Wenger,Arsenal,1,1,0,0,0,0,Kevin Friend,0-1,9,2,2014-2015,2,6,3,9,12,19,5,15,Emirates Stadium,1,0
1,1,41547,1,Steven Gerrard (44),Brendan Rodgers,Liverpool,4,3,24,13,4,6,15,9,Sunday 10 May 2015,11,13,14,13,0,0,1,John Terry (5),José Mourinho,Chelsea,3,1,0,0,0,0,Andre Marriner,1-1,2,3,2014-2015,8,1,4,3,15,20,12,4,Stamford Bridge,3,4
0,2,44564,0,,Chris Ramsey,QPR,3,1,17,31,4,7,15,16,Sunday 10 May 2015,7,12,13,8,0,1,6,"Sergio Agüero (4, 50, 65 Pen),Aleksandar Kolarov (32),James Milner (70),David Silva (87)",Manuel Pellegrini,Man City,5,1,0,1,0,0,Mike Dean,6-0,5,3,2014-2015,5,9,3,11,26,15,8,20,Etihad Stadium,1,0
1,0,25009,2,"Juan Mata (19 Pen),Marouane Fellaini (78)",Louis van Gaal,Man Utd,3,5,48,18,6,7,15,26,Saturday 9 May 2015,12,13,16,12,1,1,1,Jason Puncheon (57),Alan Pardew,Crystal Palace,1,4,1,0,0,0,Michael Oliver,1-2,3,2,2014-2015,4,6,4,4,17,20,8,10,Selhurst Park,1,0
0,1,39294,0,,Sam Allardyce,West Ham,2,1,43,32,6,2,13,22,Saturday 9 May 2015,13,6,7,15,1,0,1,Tom Cleverley (31),Tim Sherwood,Aston Villa,3,1,0,0,0,0,Lee Mason,1-0,4,1,2014-2015,4,7,1,5,25,31,5,12,Villa Park,1,1
0,0,24877,1,Danny Ings (62),Sean Dyche,Burnley,10,1,52,24,3,9,12,27,Saturday 9 May 2015,12,16,16,9,0,0,0,,Steve Bruce,Hull,0,0,0,0,0,0,Martin Atkinson,0-1,3,1,2014-2015,5,7,2,3,20,24,7,10,The KC Stadium,1,1
0,2,31939,0,,Ronald Koeman,Southampton,1,4,15,36,8,4,22,15,Saturday 9 May 2015,10,12,11,11,1,0,2,"Riyad Mahrez (7, 19)",Nigel Pearson,Leicester,1,0,0,0,0,0,Roger East,2-0,1,3,2014-2015,3,6,3,3,34,28,6,9,King Power Stadium,0,1
1,1,47894,1,Victor Anichebe (32),Tony Pulis,West Brom,3,2,42,15,2,7,14,29,Saturday 9 May 2015,17,11,11,18,0,0,1,Ayoze Pérez (41),John Carver,Newcastle,2,0,0,0,0,0,Chris Foy,1-1,3,2,2014-2015,3,7,3,5,22,30,6,12,St. James' Park,3,2
0,0,27104,0,,Mauricio Pochettino,Spurs,4,3,36,41,8,6,14,28,Saturday 9 May 2015,12,14,18,12,2,1,3,"Charlie Adam (21),Steven N'Zonzi (32),Jan Vertonghen (86 OG)",Mark Hughes,Stoke,1,5,0,0,1,0,Mark Clattenburg,3-0,6,4,2014-2015,3,4,4,8,29,21,7,12,Britannia Stadium,0,0
1,0,38246,2,"Danny Graham (53),Jermain Defoe (85)",Dick Advocaat,Sunderland,8,2,41,18,1,15,7,24,Saturday 9 May 2015,9,10,12,10,0,0,0,,Roberto Martinez,Everton,1,2,0,0,0,0,Lee Probert,0-2,4,1,2014-2015,4,9,3,4,16,15,7,13,Goodison Park,3,2
2,1,23628,3,"Alexis Sánchez (28, 45+1),Aaron Ramsey (33)",Arsène Wenger,Arsenal,1,7,27,21,5,0,11,20,Monday 4 May 2015,11,8,10,11,1,0,1,Stephen Quinn (56),Steve Bruce,Hull,1,4,0,0,0,0,Lee Mason,1-3,0,6,2014-2015,6,6,9,1,18,13,15,7,The KC Stadium,0,2
1,0,35784,1,Sergio Agüero (29),Manuel Pellegrini,Man City,5,5,26,33,7,8,13,15,Sunday 3 May 2015,11,6,8,11,0,0,0,,Mauricio Pochettino,Spurs,1,2,0,0,0,0,Andre Marriner,0-1,5,3,2014-2015,6,11,4,5,21,31,10,16,White Hart Lane,4,3
0,0,41566,0,,Alan Pardew,Crystal Palace,2,3,27,38,6,3,19,8,Sunday 3 May 2015,13,12,13,13,0,0,1,Eden Hazard (45),José Mourinho,Chelsea,2,1,0,1,0,0,Kevin Friend,1-0,6,1,2014-2015,4,8,1,7,20,21,5,15,Stamford Bridge,2,2
1,0,75454,1,Jonas Olsson (63),Tony Pulis,West Brom,9,0,39,12,3,9,6,36,Saturday 2 May 2015,11,10,12,9,2,0,0,,Louis van Gaal,Man Utd,0,3,0,1,0,0,Anthony Taylor,0-1,9,2,2014-2015,2,5,3,9,16,23,5,14,Old Trafford,0,1
0,3,37859,2,"Romelu Lukaku (59 Pen),Phil Jagielka (90+2)",Roberto Martinez,Everton,3,3,24,22,3,5,14,11,Saturday 2 May 2015,12,13,11,14,0,2,3,"Christian Benteke (10, 45),Tom Cleverley (64)",Tim Sherwood,Aston Villa,3,0,1,0,0,0,Mark Clattenburg,3-2,1,3,2014-2015,1,4,5,4,32,24,6,8,Villa Park,1,2
1,2,44707,1,Leroy Fer (73),Chris Ramsey,QPR,7,1,22,31,6,9,14,20,Saturday 2 May 2015,18,9,12,18,2,0,2,"Philippe Coutinho (19),Steven Gerrard (87)",Brendan Rodgers,Liverpool,3,3,0,1,1,0,Martin Atkinson,2-1,6,2,2014-2015,7,10,2,8,22,13,9,18,Anfield,3,2
0,0,39613,1,Sadio Mané (22),Ronald Koeman,Southampton,2,3,12,26,1,1,15,11,Saturday 2 May 2015,13,12,15,13,0,0,2,"Jordi Gómez (21 Pen, 55 Pen)",Dick Advocaat,Sunderland,3,3,0,2,1,0,Mike Jones,2-1,4,1,2014-2015,6,4,2,6,18,14,8,10,Stadium of Light,2,2
0,2,20661,0,,Mark Hughes,Stoke,6,2,25,21,2,6,10,17,Saturday 2 May 2015,18,9,10,18,1,0,2,"Jefferson Montero (76),Ki Sung-yueng (90+2)",Garry Monk,Swansea,0,1,0,0,1,0,Craig Pawson,2-0,2,3,2014-2015,4,7,3,4,18,23,7,11,Liberty Stadium,2,1
0,0,34946,0,,Sean Dyche,Burnley,14,1,43,29,3,13,18,37,Saturday 2 May 2015,7,11,12,8,2,1,1,Mark Noble (24 Pen),Sam Allardyce,West Ham,2,2,0,1,1,0,Jonathan Moss,1-0,5,2,2014-2015,5,8,2,7,22,26,7,15,Boleyn Ground,2,3
0,2,31576,0,,John Carver,Newcastle,4,1,36,29,7,10,14,24,Saturday 2 May 2015,13,10,12,13,0,1,3,"Leonardo Ulloa (1, 48 Pen),Wes Morgan (17)",Nigel Pearson,Leicester,1,3,0,1,2,0,Mike Dean,3-0,4,4,2014-2015,7,8,3,7,28,21,10,15,King Power Stadium,2,1
2,1,32021,3,"Didier Drogba (48),John Terry (79),Ramires (83)",José Mourinho,Chelsea,2,2,35,34,6,2,14,18,Wednesday 29 April 2015,1,10,13,4,0,1,1,Marc Albrighton (45+3),Nigel Pearson,Leicester,3,4,0,0,0,0,Mark Clattenburg,1-3,1,1,2014-2015,5,4,4,2,40,20,9,6,King Power Stadium,0,1
0,1,24843,0,,Brendan Rodgers,Liverpool,0,1,20,22,7,7,13,14,Tuesday 28 April 2015,10,10,10,10,1,0,1,Michael Dawson (37),Steve Bruce,Hull,0,1,0,0,0,0,Lee Probert,1-0,3,9,2014-2015,1,2,9,4,26,23,10,6,The KC Stadium,0,2
0,0,60066,0,,José Mourinho,Chelsea,3,2,40,20,2,6,3,25,Sunday 26 April 2015,11,17,16,11,0,2,0,,Arsène Wenger,Arsenal,0,0,0,0,0,0,Michael Oliver,0-0,1,2,2014-2015,2,6,3,1,16,19,5,7,Emirates Stadium,3,4
0,2,39497,0,,Louis van Gaal,Man Utd,0,9,22,22,7,7,26,8,Sunday 26 April 2015,10,6,7,11,1,0,3,"James McCarthy (5),John Stones (35),Kevin Mirallas (74)",Roberto Martinez,Everton,2,1,0,0,0,0,Andre Marriner,3-0,4,4,2014-2015,3,1,4,7,28,17,7,8,Goodison Park,2,0
0,1,45036,2,"Tom Cleverley (68),Carlos Sánchez (85)",Tim Sherwood,Aston Villa,4,3,12,21,6,7,17,10,Saturday 25 April 2015,11,13,13,16,0,0,3,"Sergio Agüero (3),Aleksandar Kolarov (66),Fernandinho (89)",Manuel Pellegrini,Man City,6,1,0,0,0,0,Mike Dean,3-2,1,2,2014-2015,6,2,4,4,21,22,10,6,Etihad Stadium,2,1
0,0,19582,1,Jamie Vardy (60),Nigel Pearson,Leicester,6,0,45,64,4,6,16,20,Saturday 25 April 2015,16,16,16,16,2,0,0,,Sean Dyche,Burnley,2,1,0,1,0,0,Anthony Taylor,0-1,5,3,2014-2015,4,2,4,4,26,38,8,6,Turf Moor,0,3
2,0,23876,2,"Dame N'Doye (51, 90+2)",Steve Bruce,Hull,1,4,33,32,9,0,25,21,Saturday 25 April 2015,10,15,19,10,0,1,0,,Alan Pardew,Crystal Palace,0,5,0,0,0,0,Mark Clattenburg,0-2,3,5,2014-2015,10,3,7,3,14,24,17,6,Selhurst Park,0,0
2,1,46884,3,"Nélson Oliveira (45+2),Gylfi Sigurdsson (49),Jack Cork (71)",Garry Monk,Swansea,2,2,40,24,6,9,9,25,Saturday 25 April 2015,9,14,14,11,0,0,2,"Ayoze Pérez (20),Siem de Jong (87)",John Carver,Newcastle,3,0,0,0,0,0,Neil Swarbrick,2-3,2,3,2014-2015,3,6,6,4,17,25,9,10,St. James' Park,2,1
0,0,18036,0,,Sam Allardyce,West Ham,3,1,71,39,6,6,8,20,Saturday 25 April 2015,12,14,15,15,2,1,0,,Chris Ramsey,QPR,4,3,0,1,0,0,Mike Jones,0-0,7,2,2014-2015,5,6,2,7,40,26,7,13,Loftus Road Stadium,0,1
0,1,26706,1,Connor Wickham (1),Dick Advocaat,Sunderland,7,2,35,20,8,9,17,34,Saturday 25 April 2015,15,14,15,14,0,0,1,Charlie Adam (27),Mark Hughes,Stoke,1,2,0,0,0,0,Martin Atkinson,1-1,7,4,2014-2015,8,8,5,8,27,26,13,16,Britannia Stadium,3,2
0,0,26663,0,,Brendan Rodgers,Liverpool,0,9,21,38,4,2,17,14,Saturday 25 April 2015,11,12,11,10,1,0,0,,Tony Pulis,West Brom,1,1,0,0,0,0,Roger East,0-0,4,4,2014-2015,9,6,4,4,20,13,13,10,The Hawthorns,0,1
2,1,31622,2,"Erik Lamela (43),Nacer Chadli (70)",Mauricio Pochettino,Spurs,2,3,32,24,3,8,13,20,Saturday 25 April 2015,10,9,14,12,0,0,2,"Graziano Pellè (29, 65)",Ronald Koeman,Southampton,2,5,0,0,0,0,Jonathan Moss,2-2,2,0,2014-2015,2,7,2,4,23,26,4,11,St. Mary's Stadium,3,1
2,0,47427,3,"Nacer Chadli (30),Christian Eriksen (53),Harry Kane (90+1)",Mauricio Pochettino,Spurs,3,3,20,14,3,4,7,19,Sunday 19 April 2015,13,11,10,18,0,2,1,Jack Colback (46),John Carver,Newcastle,5,1,0,0,0,0,Kevin Friend,1-3,4,5,2014-2015,3,3,8,5,27,21,11,8,St. James' Park,4,2
0,1,45041,0,,Sam Allardyce,West Ham,7,3,27,20,3,6,8,21,Sunday 19 April 2015,6,10,15,9,0,0,2,"James Collins (18 OG),Sergio Agüero (36)",Manuel Pellegrini,Man City,4,5,0,0,0,0,Anthony Taylor,2-0,2,3,2014-2015,3,7,4,3,11,18,7,10,Etihad Stadium,2,2
0,1,41422,0,,Louis van Gaal,Man Utd,3,5,24,31,7,3,17,5,Saturday 18 April 2015,11,13,15,13,0,0,1,Eden Hazard (38),José Mourinho,Chelsea,3,2,0,0,0,0,Mike Dean,1-0,1,2,2014-2015,8,2,2,2,23,9,10,4,Stamford Bridge,1,3
2,0,24765,2,"James Morrison (2),Craig Gardner (53)",Tony Pulis,West Brom,5,1,49,29,6,7,10,35,Saturday 18 April 2015,17,17,18,19,0,0,0,,Alan Pardew,Crystal Palace,2,1,0,0,0,0,Jonathan Moss,0-2,4,1,2014-2015,3,10,4,4,21,29,7,14,Selhurst Park,3,3
0,1,39496,0,,Sean Dyche,Burnley,4,4,36,38,6,5,16,24,Saturday 18 April 2015,15,12,13,13,0,0,1,Kevin Mirallas (29),Roberto Martinez,Everton,0,1,0,1,1,0,Mike Jones,1-0,7,1,2014-2015,5,9,1,8,21,16,6,17,Goodison Park,2,1
0,1,31121,0,,Garry Monk,Swansea,2,2,45,18,3,6,15,26,Saturday 18 April 2015,5,6,5,7,0,0,2,"Leonardo Ulloa (15),Andy King (89)",Nigel Pearson,Leicester,3,0,0,0,0,0,Lee Probert,2-0,4,6,2014-2015,2,10,6,6,21,25,8,16,King Power Stadium,2,0
1,0,26467,1,Morgan Schneiderlin (22),Ronald Koeman,Southampton,4,3,29,20,5,2,12,17,Saturday 18 April 2015,17,17,20,17,2,1,2,"Mame Biram Diouf (47),Charlie Adam (84)",Mark Hughes,Stoke,2,3,0,0,0,0,Mark Clattenburg,2-1,0,3,2014-2015,3,9,6,2,32,28,9,11,Britannia Stadium,4,0
0,1,44611,0,,John Carver,Newcastle,3,2,26,23,6,6,13,7,Monday 13 April 2015,17,8,10,17,1,0,2,"Raheem Sterling (9),Joe Allen (70)",Brendan Rodgers,Liverpool,2,3,0,0,1,0,Lee Mason,2-0,4,3,2014-2015,5,5,3,6,19,22,8,11,Anfield,0,2
2,3,75313,2,"Sergio Agüero (8, 89)",Manuel Pellegrini,Man City,3,4,25,34,5,1,7,12,Sunday 12 April 2015,16,9,11,18,2,0,4,"Ashley Young (14),Marouane Fellaini (27),Juan Mata (67),Chris Smalling (73)",Louis van Gaal,Man Utd,3,3,0,0,0,0,Mark Clattenburg,4-2,3,1,2014-2015,3,1,3,7,28,25,6,8,Old Trafford,3,0
1,0,17939,1,Cesc Fàbregas (88),José Mourinho,Chelsea,6,2,50,45,6,5,16,18,Sunday 12 April 2015,6,12,16,9,0,0,0,,Chris Ramsey,QPR,3,4,0,0,0,0,Andre Marriner,0-1,4,0,2014-2015,6,5,1,4,27,30,7,9,Loftus Road Stadium,1,2
0,0,20615,1,Aaron Ramsey (12),Arsène Wenger,Arsenal,3,6,36,46,6,1,15,18,Saturday 11 April 2015,7,15,16,7,1,2,0,,Sean Dyche,Burnley,2,3,0,0,0,0,Mike Dean,0-1,4,4,2014-2015,6,1,5,4,29,25,11,5,Turf Moor,0,2
0,1,30359,0,,Steve Bruce,Hull,2,5,24,27,5,2,18,16,Saturday 11 April 2015,11,7,8,9,0,0,2,"James Ward-Prowse (56 Pen),Graziano Pellè (81)",Ronald Koeman,Southampton,0,2,0,1,0,0,Kevin Friend,2-0,2,3,2014-2015,6,3,4,4,19,13,10,7,St. Mary's Stadium,0,2
3,1,42073,4,"Glenn Murray (48),Yannick Bolasie (51, 53, 62)",Alan Pardew,Crystal Palace,4,6,22,18,4,8,8,11,Saturday 11 April 2015,17,15,14,17,1,0,1,Connor Wickham (90),Dick Advocaat,Sunderland,0,0,0,0,0,0,Anthony Taylor,1-4,2,2,2014-2015,3,5,5,3,25,26,8,8,Stadium of Light,2,2
1,0,35687,1,Christian Benteke (35),Tim Sherwood,Aston Villa,2,2,20,17,6,9,7,14,Saturday 11 April 2015,12,11,15,14,2,0,0,,Mauricio Pochettino,Spurs,2,5,0,0,1,0,Lee Probert,0-1,3,2,2014-2015,6,9,3,3,20,24,9,12,White Hart Lane,2,3
3,2,26768,3,"David Nugent (20),Robert Huth (80),Jamie Vardy (90+1)",Nigel Pearson,Leicester,1,2,26,33,6,4,34,16,Saturday 11 April 2015,14,15,14,16,0,0,2,"Darren Fletcher (8),Craig Gardner (26)",Tony Pulis,West Brom,3,0,0,0,0,0,Martin Atkinson,2-3,3,1,2014-2015,6,2,4,5,23,20,10,7,The Hawthorns,2,2
1,0,34946,1,Marko Arnautovic (90+5),Mark Hughes,Stoke,3,6,23,59,10,4,29,17,Saturday 11 April 2015,13,17,18,16,1,0,1,Aaron Cresswell (7),Sam Allardyce,West Ham,4,2,0,0,0,0,Roger East,1-1,2,2,2014-2015,10,5,2,3,20,15,12,8,Boleyn Ground,1,3
1,0,20468,1,Aaron Lennon (41),Roberto Martinez,Everton,3,2,24,18,6,3,9,13,Saturday 11 April 2015,12,18,19,11,1,3,1,Jonjo Shelvey (69 Pen),Garry Monk,Swansea,1,2,0,1,0,0,Michael Oliver,1-1,2,7,2014-2015,2,4,8,3,16,17,10,7,Liberty Stadium,3,3
3,2,33708,3,"Matthew Phillips (7),Clint Hill (55),Charlie Austin (78)",Chris Ramsey,QPR,5,3,64,20,3,7,16,19,Tuesday 7 April 2015,12,8,11,11,1,0,3,"Christian Benteke (10, 33, 83)",Tim Sherwood,Aston Villa,2,4,0,0,0,0,Craig Pawson,3-3,4,2,2014-2015,3,9,5,7,28,37,8,16,Villa Park,4,0
0,0,24718,1,Yaya Touré (78),Manuel Pellegrini,Man City,1,8,14,34,13,4,20,4,Monday 6 April 2015,11,11,12,10,1,2,2,"Glenn Murray (34),Jason Puncheon (48)",Alan Pardew,Crystal Palace,0,2,0,0,0,0,Michael Oliver,2-1,1,3,2014-2015,10,1,4,3,30,20,14,4,Selhurst Park,1,2
0,1,47563,0,,John Carver,Newcastle,7,3,34,22,4,8,11,17,Sunday 5 April 2015,18,14,16,17,0,1,1,Jermain Defoe (45+1),Dick Advocaat,Sunderland,1,2,0,0,0,0,Mike Dean,1-0,3,1,2014-2015,5,5,1,4,22,37,6,9,Stadium of Light,2,5
0,0,18829,0,,Mauricio Pochettino,Spurs,5,2,32,31,3,5,7,26,Sunday 5 April 2015,5,9,13,8,0,0,0,,Sean Dyche,Burnley,3,4,0,0,0,0,Martin Atkinson,0-0,4,3,2014-2015,8,6,2,4,30,36,10,10,Turf Moor,0,2
1,1,41098,1,Charlie Adam (44),Mark Hughes,Stoke,3,2,30,21,0,9,9,16,Saturday 4 April 2015,22,5,7,21,1,0,2,"Eden Hazard (39 Pen),Loïc Remy (62)",José Mourinho,Chelsea,1,2,0,1,0,0,Jonathan Moss,2-1,9,1,2014-2015,3,6,2,10,15,28,5,16,Stamford Bridge,6,1
0,1,39390,0,,Ronald Koeman,Southampton,4,2,25,46,10,4,22,9,Saturday 4 April 2015,17,12,11,19,2,1,1,Phil Jagielka (16),Roberto Martinez,Everton,2,0,0,0,0,0,Lee Mason,1-0,0,2,2014-2015,7,5,2,1,30,27,9,6,Goodison Park,1,0
1,1,31863,1,Cheikhou Kouyaté (32),Sam Allardyce,West Ham,4,0,56,36,6,7,22,27,Saturday 4 April 2015,10,12,15,10,1,1,2,"Esteban Cambiasso (12),Andy King (86)",Nigel Pearson,Leicester,1,3,0,1,0,0,Mark Clattenburg,2-1,4,6,2014-2015,7,9,7,7,24,18,14,16,King Power Stadium,3,0
1,3,75397,1,Christian Benteke (80),Tim Sherwood,Aston Villa,4,1,35,19,2,10,4,35,Saturday 4 April 2015,12,15,14,13,1,0,3,"Ander Herrera (43, 90+2),Wayne Rooney (79)",Louis van Gaal,Man Utd,2,0,0,0,0,0,Roger East,3-1,4,1,2014-2015,2,9,2,7,14,16,4,16,Old Trafford,1,0
